isin,words_pos,words_neg,words_uncertain,words_complex,chars,words,fog,flesch,difficult_words,smog,nums,tables,imgsize,year,start,end,Sustainability_Page_Count,company,country,auditor,SASB_industry,market_cap_2024,Market_Cap_Cat,words_pos_500,words_neg_500,nums_500,tables_500,imgsize_500,abs_affected,abs_biodiversity,abs_climate,abs_conduct,abs_consumers,abs_governance,abs_oth,abs_ownworkforce,abs_pollution,abs_waste,abs_water,abs_workersvalchain,rel_affected,rel_biodiversity,rel_climate,rel_conduct,rel_consumers,rel_governance,rel_ownworkforce,rel_pollution,rel_waste,rel_water,rel_workersvalchain,imgsize_sum,boilergrams,imgsize_pages,imgsize_words500,imgsize_pages_words500,boiler_500,fog_avg,num_o_seit,num_o_seit_500
DE000KSAG888,543.0,637.0,493.0,77.0,379229.0,58052.0,1659.61,1619.3,13125.0,1671.8,2320.0,73.0,0.2243049297480949,190256.0,6862.0,15604.0,94.0,K+S,Germany,PwC,Chemicals,1939329187.2,2.0,4.67684145249087,5.486460414800524,19.98208502721698,0.6287466409426032,0.0019319311113148,1877.0,1185.0,3403.0,661.0,1398.0,6080.0,1498.0,3184.0,666.0,2108.0,996.0,1356.0,0.081914986471153,0.05171510866719036,0.14851182683075848,0.028846993104652177,0.061010735794710655,0.26533996683250416,0.13895435105175874,0.029065200314218383,0.09199615955311163,0.04346687614558785,0.05917779523435454,0.2243049297480949,181.0,0.0023862226568946,0.0019319311113148,2.055245863100864e-05,1.55894715083029,17.655425531914894,2226.0,19.17246606490733
DE000LEG1110,394.0,457.0,387.0,36.0,247439.0,37704.0,1256.0,1180.94,9066.0,1259.1,1571.0,72.0,0.4265622739431759,143704.0,8591.0,13561.0,71.0,LEG Immobilien,Germany,Deloitte,Real Estate,6306043571.6,3.0,5.224909823891364,6.060364948016126,20.83333333333333,0.9548058561425844,0.005656724405145,675.0,592.0,3268.0,736.0,2134.0,5167.0,1055.0,2986.0,94.0,414.0,502.0,1071.0,0.038267475480469416,0.033561993310278364,0.18527127388173933,0.0417257214127785,0.12098191507455071,0.29293043823345993,0.16928397301434323,0.005329100289132037,0.023470718294687908,0.028459663246215773,0.060717727762344804,0.4265622739431759,182.0,0.0060079193513123,0.005656724405145,7.967217472035245e-05,2.4135370252493105,17.690140845070424,1500.0,19.89178866963717
DE000PAG9113,770.0,1018.0,687.0,123.0,748060.0,114713.0,1517.17,1439.23,23506.0,1623.6,2188.0,128.0,2.5883637965034216,180136.0,7565.0,15397.0,89.0,Porsche,Germany,EY,Automobiles,55093985824.0,5.0,3.356201999773348,4.437160565934114,9.536844124031278,0.5579140986636214,0.0112819113635918,2941.0,3574.0,5479.0,1566.0,4357.0,12303.0,2696.0,8488.0,1349.0,5296.0,1560.0,8079.0,0.05348050625545534,0.06499127145766657,0.09963267384346815,0.02847686936281641,0.07922970613907478,0.2237234506837358,0.15434972359615945,0.02453084084957812,0.09630491707884783,0.02836776258364853,0.14691227814954902,2.5883637965034216,184.0,0.0290827392865553,0.0112819113635918,0.0001267630490291,0.8020015168289558,17.04685393258427,2099.0,9.14891947730423
DE000PSM7770,412.0,520.0,293.0,121.0,319913.0,48040.0,1626.8,930.42,11844.0,1537.9,1580.0,56.0,1.1129915815488003,176088.0,11745.0,19227.0,87.0,ProSiebenSat.1 Media,Germany,PwC,Media & Entertainment,1164017726.1,1.0,4.288093255620317,5.4121565362198165,16.444629475437136,0.5828476269775188,0.0115840089669941,1461.0,1204.0,3053.0,624.0,2561.0,6737.0,1540.0,4394.0,72.0,755.0,220.0,1664.0,0.06423389755990327,0.05293471092547813,0.13422730270389097,0.027434601011211254,0.11259617498351286,0.2961969663662343,0.19318531545394593,0.003165530885908991,0.03319410859529567,0.009672455484721917,0.07315893602989668,1.1129915815488003,203.0,0.0127930066844689,0.0115840089669941,0.0001331495283562,2.112822647793505,18.698850574712644,1493.0,15.539134054954204
DE000RENK730,395.0,550.0,373.0,79.0,230918.0,36754.0,1357.27,1142.16,8595.0,1296.0,1286.0,6.0,0.0,143704.0,5396.0,10366.0,71.0,RENK Group,Germany,PwC,Industrial Machinery & Goods,1897935680.0,2.0,5.373564782064538,7.482178810469609,17.494694455025304,0.0816237688414866,0.0,1029.0,600.0,1459.0,463.0,1521.0,5451.0,820.0,2665.0,86.0,622.0,312.0,2563.0,0.061355911990936735,0.03577604197722259,0.08699540874127959,0.027607179059090096,0.09069226641225926,0.3250253413630672,0.158905253115497,0.0051278993500685705,0.03708783018305408,0.018603541828155747,0.15282332597936915,0.0,261.0,0.0,0.0,0.0,3.550633944604669,19.11647887323944,1215.0,16.528813190401046
DE000TLX1005,1037.0,1102.0,951.0,179.0,540031.0,82716.0,2429.36,376.94,18179.0,2050.3,3021.0,32.0,0.020339063665464,212520.0,9240.0,20160.0,105.0,Talanx,Germany,PwC,Insurance,21960227219.0,4.0,6.268436578171092,6.661347260505828,18.26127955897288,0.1934329513032545,0.0001229451597361,2492.0,1341.0,6994.0,676.0,3767.0,14048.0,2417.0,5726.0,248.0,817.0,702.0,2480.0,0.06342419383573847,0.03412995342444835,0.17800514112646662,0.017204957878394544,0.09587437326614237,0.35753734952024635,0.1457331195439159,0.006311878038227584,0.020793565956580388,0.017866687027563565,0.06311878038227584,0.020339063665464,284.0,0.0001937053682425,0.0001229451597361,1.1709062832010394e-06,1.7167174428163838,23.136761904761904,2916.0,17.62657768750907
DE000UNSE026,713.0,1080.0,704.0,129.0,526530.0,79528.0,3180.38,1754.02,19737.0,2706.9,2498.0,42.0,0.0,321816.0,16377.0,41499.0,159.0,Uniper,Germany,PwC,Electric Utilities & Power Generators,16883256926.0,4.0,4.482697917714515,6.790061362036012,15.705160446635146,0.264057941856956,0.0,3081.0,2575.0,7705.0,1319.0,2568.0,8243.0,1669.0,5145.0,603.0,1228.0,1342.0,4355.0,0.08073053139083954,0.0674719631065926,0.2018918352373965,0.03456136673304685,0.06728854417775915,0.2159888900534535,0.13481291269258988,0.01580023058379625,0.03217692065821193,0.03516402892778535,0.11411277643852846,0.0,280.0,0.0,0.0,0.0,1.7603862790463736,20.00238993710692,2339.0,14.705512523890956
DE000WCH8881,529.0,768.0,449.0,113.0,318203.0,47654.0,2573.02,-106.00000000000006,12522.0,1790.1,1142.0,0.0,1.6733369454832574,218592.0,13176.0,24732.0,108.0,WACKER Chemie,Germany,PwC,Chemicals,3601922426.0,2.0,5.550425987325303,8.058085365341839,11.98220506148487,0.0,0.0175571509787557,873.0,572.0,2892.0,275.0,1891.0,6534.0,984.0,3283.0,610.0,2500.0,881.0,3363.0,0.03687589760919152,0.02416152741404072,0.12215933091154853,0.011616118949058039,0.07987665793697728,0.275998986229619,0.13867534003548196,0.02576666385063783,0.10560108135507308,0.03721382106952775,0.1420545746388443,1.6733369454832574,125.0,0.0154938606063264,0.0175571509787557,0.0001625662127662,1.3115373315986063,23.82425925925926,1034.0,10.849036806983673
DE000ZAL1111,821.0,824.0,493.0,94.0,397991.0,59446.0,2696.86,933.09,16267.0,2244.2,2540.0,139.0,0.011049045776447,265144.0,20698.0,37728.0,131.0,Zalando,Germany,KPMG,E-Commerce,8690984097.1,3.0,6.905426773878815,6.930659758436228,21.36392692527672,1.1691282844934898,9.293346715041384e-05,1605.0,1151.0,2485.0,805.0,3729.0,7176.0,908.0,4438.0,365.0,3272.0,907.0,4031.0,0.05356427713255907,0.038412761981043916,0.0829328527566413,0.02686557201975704,0.12444933920704845,0.2394873848618342,0.14811106661326925,0.012181284207715927,0.1091977039113603,0.030269656921639302,0.13452810038713123,0.011049045776447,227.0,8.434386088890841e-05,9.293346715041384e-05,7.094157797741514e-07,1.9092958315109512,20.58671755725191,2409.0,20.262086599603
DK000954829,413.0,350.0,522.0,37.0,321858.0,61028.0,2977.63,-861.22,10120.0,1634.3,3710.0,45.0,7.396759476676479,200376.0,2970.0,12672.0,99.0,Nykredit,Denmark,EY,Commercial Banks,,,3.3836927312053486,2.8675362128858883,30.39588385659042,0.3686832273710428,0.0606013590210762,1740.0,622.0,3915.0,710.0,2376.0,8031.0,1482.0,1986.0,120.0,1101.0,500.0,665.0,0.0799411926858403,0.028576679224478544,0.17986768354314067,0.032619682072957824,0.10916107690894054,0.3689699531379215,0.09124322337590737,0.005513185702471745,0.05058347882017826,0.02297160709363227,0.03055223743453092,5.753567227364003,132.0,0.0581168406804444,0.0471387496506849,0.0004761489863705,1.0814708002883922,30.077070707070707,3611.0,29.584780756374123
DK0010181759,462.0,589.0,414.0,102.0,289601.0,44209.0,1503.57,-231.8,10382.0,1072.2,1508.0,72.0,10.621406346768971,119416.0,3068.0,6490.0,59.0,Carlsberg,Denmark,PwC,Alcoholic Beverages,9424061686.2,3.0,5.22518039313262,6.661539505530548,17.055350720441538,0.8143138275011875,0.1201271952178173,968.0,679.0,3067.0,293.0,1468.0,4584.0,875.0,2424.0,173.0,3260.0,1151.0,3116.0,0.04569702119624227,0.03205400557050465,0.14478591323230894,0.013831846291837795,0.0693008544587641,0.21639994335080018,0.11443138365670585,0.008166926308832555,0.15389699287164235,0.05433602417032526,0.14709908889203607,0.4786722540377378,153.0,0.008113089051487,0.0054137421570012,9.175834164408922e-05,1.730416883440023,25.484237288135592,1449.0,16.3880657784614
DK0010201102,441.0,620.0,294.0,42.0,271555.0,40945.0,2599.01,-758.22,10799.0,1659.2,1568.0,82.0,10.891592706969334,196328.0,3395.0,12707.0,97.0,Copenhagen Airport,Denmark,Deloitte,Professional & Commercial Services,6668031055.6,3.0,5.385272927097326,7.571132006349981,19.147637074123825,1.0013432653559653,0.1330027195868767,1103.0,1137.0,2811.0,149.0,1915.0,4588.0,730.0,3540.0,1427.0,1110.0,461.0,1861.0,0.05487016217291812,0.05656153616555567,0.13983683215600437,0.007412197791264551,0.09526415282061486,0.22823599641826683,0.17610188040990946,0.07098796139687594,0.05521838623022585,0.022933041488409113,0.09257785294995523,9.883428444394363,355.0,0.1018910148906635,0.1206915184319741,0.0012442424580615,4.335083648797167,26.7939175257732,1471.0,17.963121260227133
DK0010219153,368.0,576.0,351.0,59.0,231713.0,34297.0,1824.25,52.57000000000003,9122.0,1332.2,1307.0,59.0,7.9973092698099455,161920.0,3440.0,9760.0,80.0,Rockwool,Denmark,PwC,Building Products & Furnishings,3994072502.7,2.0,5.364900720179608,8.397235909846342,19.05414467737703,0.860133539376622,0.1165890496225609,1249.0,328.0,2608.0,148.0,1243.0,3431.0,668.0,2160.0,400.0,2383.0,1091.0,1939.0,0.07355712603062427,0.019316843345111898,0.1535924617196702,0.008716136631330978,0.0732037691401649,0.20206124852767962,0.127208480565371,0.023557126030624265,0.14034157832744404,0.06425206124852768,0.11419316843345112,3.9234646492963248,170.0,0.049043308116204,0.0571983650070899,0.0007149795625886,2.478350876169928,22.803125,1227.0,17.887861912120595
DK0010234467,396.0,550.0,263.0,74.0,203565.0,30660.0,1883.29,-610.6999999999999,8035.0,1073.8,1319.0,95.0,9.50910250332645,141680.0,4620.0,9450.0,70.0,FLSmidth,Denmark,EY,Engineering & Construction Services,2809078626.0,2.0,6.457925636007828,8.969341161121983,21.510110893672536,1.54924983692107,0.1550734263425709,567.0,352.0,2225.0,482.0,945.0,3096.0,522.0,2167.0,414.0,1478.0,848.0,2387.0,0.03789853619410467,0.023527839048191966,0.14872000534723614,0.03221709778758104,0.06316422699017446,0.20693803890114298,0.14484325914043178,0.027671947062362142,0.09879018782166968,0.056680703161553374,0.15954815854555177,3.473387962970553,102.0,0.0496198280424364,0.0566436393178498,0.0008091948473978,1.6634050880626223,26.90414285714286,1249.0,20.368558382257014
DK0010244425,597.0,705.0,407.0,192.0,329308.0,50391.0,1510.32,1457.51,12590.0,1521.4,1758.0,148.0,8.935163589500315,167992.0,4399.0,11205.0,83.0,Mærsk,Denmark,PwC,Marine Transportation,15630691653.0,4.0,5.923676847056022,6.99529677918676,17.44359111746145,1.46851620329027,0.0886583277718274,1199.0,1074.0,3916.0,493.0,1691.0,5569.0,735.0,4206.0,273.0,1589.0,1470.0,3462.0,0.04807152594018122,0.04305989896560019,0.15700424985967446,0.019765856787747574,0.06779728971213214,0.22327800497153397,0.16863122444070244,0.010945393312484964,0.06370780210087403,0.05893673322107289,0.13880202068799616,6.139481310158257,127.0,0.0739696543392561,0.0609184309713863,0.0007339569996552,1.2601456609315156,18.196626506024096,1675.0,16.620031354805423
DK0010255975,446.0,869.0,422.0,31.0,310261.0,48144.0,1288.38,991.93,11013.0,1122.6,1687.0,79.0,4.227981878723623,131560.0,2340.0,6500.0,65.0,MT Højgaard Holding,Denmark,EY,Engineering & Construction Services,310250183.54,1.0,4.631937520771021,9.02500830840811,17.520355599867067,0.8204553007643736,0.0439097486573988,1135.0,1359.0,2943.0,349.0,1617.0,5767.0,1387.0,3772.0,635.0,2148.0,865.0,1552.0,0.05126004877608165,0.06137656941559028,0.13291482250925843,0.015761900460662993,0.07302863336645289,0.2604552434287779,0.1703549814831542,0.028678529491464187,0.09701020684671664,0.03906602836238822,0.07009303585945262,1.1543264024061812,20.0,0.0177588677293258,0.0119882685527395,0.0001844349008113,0.2077102027251578,19.82123076923077,1622.0,16.845297441010302
DK0010272202,504.0,386.0,303.0,158.0,213364.0,31723.0,1505.28,-685.54,8277.0,1110.7,1062.0,32.0,3.510165732455175,115368.0,4617.0,7809.0,57.0,Genmab,Denmark,Deloitte,Biotechnology & Pharmaceuticals,13165764953.0,4.0,7.943763200201746,6.083913879519591,16.738643886139396,0.5043659174731268,0.0553252487541401,717.0,289.0,1450.0,500.0,1994.0,4517.0,751.0,3842.0,126.0,260.0,178.0,1849.0,0.045604884874697875,0.018381885256328712,0.09222745197811984,0.03180256964762753,0.1268286477547386,0.2873044141966671,0.24437094517236993,0.008014247551202136,0.016537336216766316,0.0113217147945554,0.1176059025569266,2.5036824143560783,236.0,0.0439242528834399,0.0394616274368136,0.0006923092532774,3.71969864136431,26.408421052631574,1005.0,15.840242095640388
DK0010272632,341.0,608.0,288.0,69.0,247757.0,39341.0,1710.94,-45.29000000000005,8989.0,1117.5,1372.0,30.0,9.513634764580924,131560.0,2600.0,6760.0,65.0,GN Store Nord,Denmark,PwC,Medical Equipment & Supplies,2703808194.9,2.0,4.33390101929285,7.727307389237691,17.43727917439821,0.3812816146005439,0.1209124674586426,811.0,495.0,2486.0,226.0,1592.0,3399.0,547.0,2610.0,496.0,2791.0,449.0,3069.0,0.044018671298306555,0.026867129830655666,0.13493269648284845,0.012266608771168041,0.0864090316977855,0.1844876248371689,0.1416630481980026,0.026921406860616587,0.15148719062092922,0.024370386452453322,0.16657620495006514,3.858505226219685,173.0,0.0593616188649182,0.0490392367532559,0.0007544497962039,2.1987239775298035,26.32215384615385,1307.0,16.611169009430366
DK0010274414,548.0,781.0,875.0,107.0,407196.0,63390.0,2178.06,-122.54999999999998,12141.0,1319.4,8302.0,228.0,2.390715092531398,170016.0,3276.0,10248.0,84.0,Danske Bank,Denmark,Deloitte,Commercial Banks,23580082283.0,4.0,4.3224483356996375,6.1602776463164535,65.48351474996056,1.7983909133932796,0.0188571942935115,1872.0,1190.0,5111.0,706.0,3379.0,8491.0,2276.0,3153.0,302.0,970.0,436.0,1244.0,0.06971028524614582,0.04431369628360766,0.19032546361808297,0.026290310568257987,0.12582855440530274,0.31619125642362406,0.11741267595144113,0.01124599687197438,0.03612124823117599,0.01623594250391003,0.04632456989647725,2.390715092531398,130.0,0.0284608939587071,0.0188571942935115,0.000224490408256,1.0253983278119576,25.929285714285715,8218.0,64.82094967660514
DK0010274844,253.0,336.0,225.0,11.0,159020.0,24447.0,1685.38,-1232.26,5417.0,773.2,1234.0,102.0,9.151209022693909,111320.0,2145.0,5115.0,55.0,Solar,Denmark,Deloitte,Solar Technology & Project Developers,266241858.14,1.0,5.174459033828282,6.872008835439932,25.238270544443083,2.086145539329979,0.1871642537467564,539.0,647.0,1849.0,137.0,410.0,2515.0,484.0,1798.0,305.0,868.0,299.0,2135.0,0.04686141540601634,0.05625108676751869,0.16075465136498002,0.011910972004868719,0.03564597461311076,0.21865762476091113,0.156320639888715,0.02651712745609459,0.07546513649800035,0.02599547904712224,0.18561989219266214,4.34113437206469,243.0,0.0789297158557216,0.0887866480972039,0.0016143026926764,4.969934961344951,30.64327272727273,1179.0,24.11338814578476
DK0010287663,256.0,390.0,210.0,40.0,177611.0,26659.0,1126.8,656.16,6804.0,1001.2,935.0,59.0,6.168493256464571,121440.0,3240.0,6780.0,60.0,NKT,Denmark,PwC,Electrical & Electronic Equipment,3833499495.9,2.0,4.801380396864099,7.31460294834765,17.536291683859112,1.1065681383397727,0.1156925101553803,528.0,605.0,2804.0,228.0,906.0,2940.0,471.0,1286.0,83.0,1244.0,385.0,2195.0,0.039987882459860645,0.04581944865192366,0.21235989094213875,0.017267494698576188,0.06861557103907907,0.2226598000605877,0.09739472887003939,0.0062859739472887,0.09421387458345956,0.029157830960315056,0.1662375037867313,5.16119502019825,96.0,0.0860199170033041,0.0968002366967675,0.0016133372782794,1.800517648824037,18.78,875.0,16.410968153344086
DK0015998017,330.0,503.0,384.0,65.0,225996.0,33831.0,2186.69,-1442.77,9408.0,1179.1,878.0,53.0,7.937283425555536,145728.0,2880.0,7992.0,72.0,Bavarian Nordic,Denmark,KPMG,Biotechnology & Pharmaceuticals,2068627799.2,2.0,4.877183648133369,7.434010227306316,12.976264372912416,0.7833052525789955,0.1173078452536953,969.0,619.0,1715.0,265.0,1871.0,4206.0,488.0,2787.0,534.0,961.0,348.0,2163.0,0.05894877722350651,0.037656649227399926,0.10433142718092225,0.016121182625623554,0.11382163280204405,0.25587054386178365,0.16954617350042583,0.0324857038569169,0.05846210001216693,0.021170458693271686,0.13158535101593868,3.911021354319426,208.0,0.0543197410322142,0.0578023315054155,0.0008028101597974,3.07410363276285,30.37069444444445,806.0,11.912151576956044
DK0030521927,610.0,526.0,321.0,81.0,300871.0,44154.0,2052.86,-636.28,10909.0,1720.5,1964.0,181.0,6.68130404725979,188232.0,4464.0,13020.0,93.0,European Energy,Denmark,KPMG,Wind Technology & Project Developers,,,6.907641436789418,5.95642523893645,22.24034062599085,2.0496444263260405,0.0756591027682632,1734.0,1556.0,3080.0,406.0,811.0,7810.0,980.0,2502.0,57.0,775.0,409.0,2266.0,0.08100532560964216,0.07268990002802952,0.14388489208633093,0.01896664486592544,0.03788657385779688,0.3648509763617677,0.11688311688311688,0.0026628048210782023,0.03620480239185275,0.019106792488087453,0.10585817060637205,4.230121062814641,223.0,0.045485172718437,0.0479019008789083,0.000515074202999,2.525252525252525,22.073763440860212,1871.0,21.187208406939348
DK0060036564,315.0,369.0,215.0,29.0,234653.0,37116.0,1337.33,466.63,7861.0,886.0,1200.0,49.0,3.1052195404442453,121440.0,3120.0,6660.0,60.0,Spar Nord Bank,Denmark,Deloitte,Commercial Banks,3271396683.0,2.0,4.243452958292919,4.97090203685742,16.16553507921112,0.6600926824011208,0.041831279508086,755.0,541.0,2921.0,494.0,2484.0,5098.0,637.0,3203.0,0.0,760.0,297.0,994.0,0.04302729811363766,0.03083148116487149,0.16646720237077564,0.02815296062004901,0.1415626602838092,0.2905339944149997,0.18253832563971048,0.0,0.04331224710776771,0.01692597025132501,0.05664786003305408,3.1052195404442453,102.0,0.051753659007404,0.041831279508086,0.0006971879918014,1.3740704817329454,22.288833333333333,1140.0,15.357258325250566
DK0060079531,254.0,357.0,174.0,127.0,180154.0,27483.0,712.5,762.67,6750.0,759.1,1098.0,46.0,2.072396199564108,87032.0,1806.0,3612.0,43.0,DSV,Denmark,PwC,Air Freight & Logistics,49871925288.0,5.0,4.621038460138995,6.494924134919769,19.97598515445912,0.8368809809700541,0.0377032383576048,924.0,439.0,3244.0,398.0,598.0,2399.0,446.0,2064.0,123.0,954.0,371.0,2019.0,0.06827754378186655,0.03243922264095175,0.23971033769304662,0.02940959136924555,0.04418828049951969,0.17727037611763838,0.15251607182442917,0.009088893815118598,0.07049434715140768,0.02741446833665854,0.1491908667701175,2.072396199564108,14.0,0.0481952604549792,0.0377032383576048,0.0008768194966884,0.2547029072517556,16.569767441860463,1055.0,19.19368336790016
DK0060094928,803.0,986.0,566.0,153.0,398300.0,63001.0,2503.04,-332.3299999999999,14212.0,1618.6,2649.0,139.0,3.439371184242897,204424.0,5656.0,15756.0,101.0,Ørsted,Denmark,PwC,Electric Utilities & Power Generators,18914013440.0,4.0,6.372914715639435,7.825272614720402,21.02347581784416,1.1031570927445598,0.027296163427905,2957.0,2099.0,4117.0,645.0,1212.0,6363.0,1481.0,3533.0,212.0,1817.0,789.0,4403.0,0.1050556009521441,0.07457277862649661,0.14626780829218033,0.02291540839165808,0.043059651117348205,0.2260631683660781,0.125519593562369,0.0075318861690411056,0.06455394891107401,0.028031406544214304,0.15642874906739618,2.4340850945017696,156.0,0.0240998524208096,0.019317829038442,0.0001912656340439,1.238075586101808,24.782574257425743,2548.0,20.221901239662863
DK0060252690,246.0,258.0,140.0,57.0,149431.0,22534.0,1696.08,-1255.64,5711.0,836.2,971.0,44.0,6.778765083861636,111320.0,2585.0,5555.0,55.0,Pandora,Denmark,EY,Apparel  Accessories & Footwear,14410929049.0,4.0,5.458418389988462,5.724682701695216,21.545220555604864,0.976302476258099,0.150411934939683,414.0,360.0,1187.0,191.0,778.0,1604.0,417.0,2129.0,59.0,694.0,662.0,2599.0,0.03877493677999438,0.0337173363304299,0.11117355062283413,0.017888920108644752,0.07286691018076238,0.15022946520558209,0.19940058068745903,0.005525896787487122,0.06499953170366207,0.0620024351409572,0.24342043645218694,6.778765083861636,70.0,0.1232502742520297,0.150411934939683,0.0027347624534487,1.5532084849560666,30.837818181818182,916.0,20.32484246028224
DK0060336014,382.0,357.0,224.0,52.0,171430.0,26093.0,1740.68,-269.06000000000006,6913.0,1033.5,950.0,25.0,4.58727263052516,141680.0,3500.0,8330.0,70.0,Novonesis,Denmark,EY,Biotechnology & Pharmaceuticals,23341806578.0,4.0,7.319970873414325,6.840915187981451,18.20411604644924,0.4790556854328747,0.0879023613713478,544.0,481.0,1152.0,184.0,895.0,2646.0,371.0,1707.0,401.0,1552.0,819.0,1856.0,0.04445534036119964,0.03930701969436953,0.09414072076489335,0.015036365122170466,0.07313884121925308,0.21622946800686443,0.13949497425839666,0.03276946964125194,0.12682847103048134,0.06692816866879137,0.15167116123232818,3.7312983403907873,153.0,0.0533042620055826,0.0714999873604182,0.0010214283908631,2.931820794849193,24.866857142857143,880.0,16.86276012723719
DK0060542181,391.0,563.0,260.0,130.0,223617.0,34759.0,1496.62,-566.9799999999999,8323.0,812.1,1136.0,44.0,5.049822918163149,105248.0,2652.0,5304.0,52.0,ISS,Denmark,PwC,Professional & Commercial Services,3216369421.1,2.0,5.62444259040824,8.098621939641532,16.341091515866395,0.6329296009666561,0.0726405091942108,959.0,236.0,1990.0,546.0,2021.0,3123.0,716.0,4134.0,92.0,264.0,378.0,2910.0,0.057587221521647754,0.014171620728997778,0.11949798835044737,0.03278688524590164,0.12135951480213775,0.18753377769771212,0.24824355971896955,0.005524530114694049,0.015852999459556837,0.02269861286254729,0.17474328949738785,1.0455605353711728,123.0,0.0201069333725225,0.0150401411917945,0.0002892334844575,1.7693259299749704,28.781153846153845,1084.0,15.593083805633071
DK0060580512,354.0,489.0,296.0,57.0,195669.0,29995.0,1828.87,134.18999999999997,7752.0,1232.8,1096.0,59.0,5.058416544401752,151800.0,2625.0,8175.0,75.0,NNIT,Denmark,EY,Software & IT Services,319677868.88,1.0,5.900983497249541,8.15135855975996,18.2697116186031,0.9834972495415902,0.0843209959060135,655.0,305.0,1535.0,450.0,1865.0,3643.0,1188.0,3292.0,27.0,261.0,338.0,1333.0,0.04779626386456509,0.022256275539988324,0.11201109165207239,0.03283712784588441,0.13609165207238763,0.2658347927612376,0.24022183304144776,0.001970227670753065,0.01904553415061296,0.024664331582019847,0.09727086981903094,5.058416544401752,222.0,0.0674455539253567,0.0843209959060135,0.0011242799454135,3.700616769461577,24.384933333333333,1021.0,17.019503250541757
DK0060634707,318.0,432.0,272.0,48.0,211817.0,32289.0,1546.94,268.3,8850.0,1091.8,1094.0,41.0,8.79696219257116,141680.0,4970.0,9800.0,70.0,Royal Unibrew,Denmark,Deloitte,Alcoholic Beverages,3512861898.9,2.0,4.924277617764564,6.689584688283936,16.940753817089412,0.6348911393973179,0.1362222768213812,692.0,950.0,1798.0,68.0,1558.0,2944.0,575.0,1352.0,87.0,3182.0,1135.0,1597.0,0.045043285816572284,0.06183688081754866,0.11703443337889735,0.00442621883746664,0.1014124845407798,0.19162923908090868,0.08800364512139557,0.005662956453817614,0.20712100501204192,0.0738787997135976,0.1039510512269739,8.79696219257116,96.0,0.1256708884653022,0.1362222768213812,0.0019460325260197,1.4865743751742078,22.09914285714286,1024.0,15.85679333519155
DK0060636678,387.0,725.0,365.0,47.0,242826.0,36918.0,1610.35,762.1899999999999,9366.0,1326.7,1261.0,56.0,19.890863543754826,159896.0,4187.0,10349.0,79.0,Tryg,Denmark,PwC,Insurance,12896545380.0,4.0,5.241345685031692,9.81905845387074,17.078389945284144,0.7584376185058779,0.2693924852884071,544.0,622.0,1732.0,361.0,2049.0,5630.0,960.0,2386.0,111.0,1455.0,335.0,2495.0,0.03069977426636569,0.03510158013544018,0.09774266365688487,0.020372460496613995,0.11563205417607224,0.3177200902934537,0.13465011286681716,0.00626410835214447,0.08211060948081264,0.018905191873589165,0.14080135440180586,14.889788229224669,174.0,0.1884783320155021,0.2016602772255359,0.0025526617370321,2.3565740289289776,20.384177215189872,1182.0,16.00845116203478
DK0060655629,387.0,533.0,344.0,44.0,238158.0,36553.0,1714.6,133.25000000000006,8923.0,1221.4,1438.0,76.0,3.9259078225427606,149776.0,4588.0,9990.0,74.0,DFDS,Denmark,PwC,Marine Transportation,1000748128.4,1.0,5.293683145022297,7.290783246245179,19.67006812026373,1.0395863540612262,0.0537015815739167,704.0,757.0,3168.0,408.0,1480.0,4511.0,826.0,2554.0,233.0,483.0,676.0,2676.0,0.03988668555240793,0.042889518413597734,0.17949008498583569,0.023116147308781868,0.08385269121813031,0.25558073654390934,0.1447025495750708,0.013201133144475921,0.02736543909348442,0.03830028328611898,0.15161473087818697,3.9259078225427606,199.0,0.05305280841274,0.0537015815739167,0.0007256970482961,2.7220747955024214,23.17027027027027,1364.0,18.657839301835693
DK0060738599,375.0,348.0,240.0,81.0,180982.0,28335.0,1964.43,-792.56,6909.0,884.6,1316.0,78.0,8.131908257900061,133584.0,3432.0,7722.0,66.0,Demant,Denmark,PwC,Medical Equipment & Supplies,7813127923.0,3.0,6.617257808364213,6.14081524616199,23.22216340215281,1.3763896241397564,0.1434958224439749,797.0,377.0,1533.0,223.0,1284.0,2810.0,586.0,2901.0,55.0,1048.0,352.0,1559.0,0.061596723085246156,0.029136718448102634,0.11847901692557385,0.017234716747816677,0.09923487131926734,0.21717288816755545,0.22420588917226988,0.004250714892959271,0.08099544014220574,0.02720457531493933,0.12048844578406369,4.262780063459702,207.0,0.0645875767190864,0.0752211057607147,0.0011397137236471,3.6527263102170457,29.76409090909091,1250.0,22.057526027880712
