isin,words_pos,words_neg,words_uncertain,words_complex,chars,words,fog,flesch,difficult_words,smog,nums,tables,imgsize,year,start,end,Sustainability_Page_Count,company,country,auditor,SASB_industry,market_cap_2024,Market_Cap_Cat,words_pos_500,words_neg_500,nums_500,tables_500,imgsize_500,abs_affected,abs_biodiversity,abs_climate,abs_conduct,abs_consumers,abs_governance,abs_oth,abs_ownworkforce,abs_pollution,abs_waste,abs_water,abs_workersvalchain,rel_affected,rel_biodiversity,rel_climate,rel_conduct,rel_consumers,rel_governance,rel_oth,rel_ownworkforce,rel_pollution,rel_waste,rel_water,rel_workersvalchain,abs_oenworkforce,rel_oenworkforce
DE000KGX8881,471.0,786.0,652.0,176.0,422364.0,65550.0,2658.32,1784.15,15687.0,2340.0,2028.0,161.0,0.5107397620512154,263120.0,14430.0,31200.0,130.0,KION Group,Germany,KPMG,Industrial Machinery & Goods,4324687963.2,2.0,3.5926773455377576,5.995423340961099,15.469107551487417,1.2280701754385963,0.0038958029141969,1371.0,1170.0,4614.0,595.0,2724.0,6823.0,1333.0,2513.0,672.0,3421.0,894.0,5995.0,0.0426770428015564,0.036420233463035,0.1436264591439688,0.0185214007782101,0.0847937743190661,0.2123891050583657,0.0414941634241245,0.0782256809338521,0.0209182879377431,0.1064902723735408,0.027828793774319,0.1866147859922179,0.0,0.0
DE000KSAG888,543.0,637.0,493.0,77.0,379229.0,58052.0,1659.61,1619.3,13125.0,1671.8,2320.0,73.0,0.2243049297480949,190256.0,6862.0,15604.0,94.0,K+S,Germany,PwC,Chemicals,1939329187.2,2.0,4.67684145249087,5.486460414800524,19.98208502721698,0.6287466409426032,0.0019319311113148,1877.0,1185.0,3403.0,661.0,1398.0,6080.0,1498.0,3184.0,666.0,2108.0,996.0,1356.0,0.0768884155333442,0.0485417008028838,0.1393986563984925,0.0270768474520727,0.0572669179092249,0.2490578404063575,0.06136326396854,0.1304276585285925,0.0272816647550385,0.0863509749303621,0.0407996067507783,0.0555464525643126,0.0,0.0
DE000LEG1110,394.0,457.0,387.0,36.0,247439.0,37704.0,1256.0,1180.94,9066.0,1259.1,1571.0,72.0,0.4265622739431759,143704.0,8591.0,13561.0,71.0,LEG Immobilien,Germany,Deloitte,Real Estate,6306043571.6,3.0,5.224909823891364,6.060364948016126,20.83333333333333,0.9548058561425844,0.005656724405145,675.0,592.0,3268.0,736.0,2134.0,5167.0,1055.0,2986.0,94.0,414.0,502.0,1071.0,0.0361078420883706,0.0316679148389857,0.1748154488071039,0.0393709211511715,0.1141542740986412,0.2763988445490531,0.0564352198566384,0.1597303947790735,0.0050283513426767,0.0221461431475339,0.0268535358938696,0.0572911094468813,0.0,0.0
DE000PAG9113,770.0,1018.0,687.0,123.0,748060.0,114713.0,1517.17,1439.23,23506.0,1623.6,2188.0,128.0,2.5883637965034216,180136.0,7565.0,15397.0,89.0,Porsche,Germany,EY,Automobiles,55093985824.0,5.0,3.356201999773348,4.437160565934114,9.536844124031278,0.5579140986636214,0.0112819113635918,2941.0,3574.0,5479.0,1566.0,4357.0,12303.0,2696.0,8488.0,1349.0,5296.0,1560.0,8079.0,0.0509811399251144,0.0619539592289557,0.094976424906393,0.0271460269033421,0.0755269726806268,0.2132679240049923,0.0467341561503258,0.1471363195118568,0.0233844127028151,0.0918041880460407,0.0270420191374289,0.1400464568021079,0.0,0.0
DE000PSM7770,412.0,520.0,293.0,121.0,319913.0,48040.0,1626.8,930.42,11844.0,1537.9,1580.0,56.0,1.1129915815488003,176088.0,11745.0,19227.0,87.0,ProSiebenSat.1 Media,Germany,PwC,Media & Entertainment,1164017726.1,1.0,4.288093255620317,5.4121565362198165,16.444629475437136,0.5828476269775188,0.0115840089669941,1461.0,1204.0,3053.0,624.0,2561.0,6737.0,1540.0,4394.0,72.0,755.0,220.0,1664.0,0.0601605929586164,0.0495779287626106,0.125715462219477,0.0256948733786287,0.1054560428247889,0.2774140415894585,0.0634136298126415,0.180934733374511,0.0029647930821494,0.0310891496808729,0.0090590899732345,0.06851966234301,0.0,0.0
DE000RENK730,395.0,550.0,373.0,79.0,230918.0,36754.0,1357.27,1142.16,8595.0,1296.0,1286.0,6.0,0.0,143704.0,5396.0,10366.0,71.0,RENK Group,Germany,PwC,Industrial Machinery & Goods,1897935680.0,2.0,5.373564782064538,7.482178810469609,17.494694455025304,0.0816237688414866,0.0,1029.0,600.0,1459.0,463.0,1521.0,5451.0,820.0,2665.0,86.0,622.0,312.0,2563.0,0.0584958217270195,0.0341083508612358,0.0829401398442385,0.026320277414587,0.0864646694332329,0.3098743675743278,0.0466147461770223,0.1514979250753226,0.0048888636234438,0.0353589903928145,0.0177363424478426,0.1456995054289125,0.0,0.0
DE000TLX1005,1037.0,1102.0,951.0,179.0,540031.0,82716.0,2429.36,376.94,18179.0,2050.3,3021.0,32.0,0.020339063665464,212520.0,9240.0,20160.0,105.0,Talanx,Germany,PwC,Insurance,21960227219.0,4.0,6.268436578171092,6.661347260505828,18.261279558972877,0.1934329513032545,0.0001229451597361,2492.0,1341.0,6994.0,676.0,3767.0,14048.0,2417.0,5726.0,248.0,817.0,702.0,2480.0,0.0597487292605735,0.0321521051117291,0.1676896518653495,0.0162079217416323,0.09031840414309,0.336817876666347,0.0579505130910137,0.1372878104919919,0.0059461014673443,0.0195885681404047,0.0168313033470796,0.0594610146734439,0.0,0.0
DE000UNSE026,713.0,1080.0,704.0,129.0,526530.0,79528.0,3180.38,1754.02,19737.0,2706.9,2498.0,42.0,0.0,321816.0,16377.0,41499.0,159.0,Uniper,Germany,PwC,Electric Utilities & Power Generators,16883256926.0,4.0,4.482697917714515,6.790061362036012,15.705160446635146,0.264057941856956,0.0,3081.0,2575.0,7705.0,1319.0,2568.0,8243.0,1669.0,5145.0,603.0,1228.0,1342.0,4355.0,0.0773479275977204,0.064644892425878,0.1934325810257826,0.0331132478096051,0.06446915873773,0.2069389702005874,0.041899932217006,0.1291642607887932,0.0151382019933221,0.0308287098636808,0.0336906584992343,0.1093314588406597,0.0,0.0
DE000WCH8881,529.0,768.0,449.0,113.0,318203.0,47654.0,2573.02,-106.00000000000006,12522.0,1790.1,1142.0,0.0,1.6733369454832574,218592.0,13176.0,24732.0,108.0,WACKER Chemie,Germany,PwC,Chemicals,3601922426.0,2.0,5.550425987325303,8.058085365341839,11.98220506148487,0.0,0.0175571509787557,873.0,572.0,2892.0,275.0,1891.0,6534.0,984.0,3283.0,610.0,2500.0,881.0,3363.0,0.0354043312515208,0.0231973396058074,0.1172844512936977,0.0111525671181766,0.0766891069835347,0.2649849947278773,0.0399059128883121,0.1331413739962689,0.0247384216075918,0.1013869738016059,0.0357287695676859,0.1363857571579203,0.0,0.0
DE000ZAL1111,821.0,824.0,493.0,94.0,397991.0,59446.0,2696.86,933.09,16267.0,2244.2,2540.0,139.0,0.011049045776447,265144.0,20698.0,37728.0,131.0,Zalando,Germany,KPMG,E-Commerce,8690984097.1,3.0,6.905426773878815,6.930659758436228,21.36392692527672,1.1691282844934898,9.293346715041384e-05,1605.0,1151.0,2485.0,805.0,3729.0,7176.0,908.0,4438.0,365.0,3272.0,907.0,4031.0,0.0519888572168955,0.0372829748639543,0.0804936512049753,0.026075408136823,0.1207890645244882,0.2324436382482508,0.0294117647058823,0.1437548587717025,0.0118230111427831,0.1059860067374967,0.0293793728945322,0.1305713915522156,0.0,0.0
DK000954829,413.0,350.0,522.0,37.0,321858.0,61028.0,2977.63,-861.22,10120.0,1634.3,3710.0,45.0,7.396759476676479,200376.0,2970.0,12672.0,99.0,Nykredit,Denmark,EY,Commercial Banks,,,3.3836927312053486,2.8675362128858883,30.39588385659042,0.3686832273710428,0.0606013590210762,1740.0,622.0,3915.0,710.0,2376.0,8031.0,1482.0,1986.0,120.0,1101.0,500.0,665.0,0.0748451479697178,0.0267549896765313,0.1684015829318651,0.0305402615278733,0.1022023399862353,0.3454490708878183,0.0637474191328286,0.0854267033723331,0.0051617343427391,0.0473589125946318,0.0215072264280798,0.0286046111493461,0.0,0.0
DK0010181759,462.0,589.0,414.0,102.0,289601.0,44209.0,1503.57,-231.8,10382.0,1072.2,1508.0,72.0,10.621406346768971,119416.0,3068.0,6490.0,59.0,Carlsberg,Denmark,PwC,Alcoholic Beverages,9424061686.2,3.0,5.22518039313262,6.661539505530548,17.055350720441538,0.8143138275011875,0.1201271952178173,968.0,679.0,3067.0,293.0,1468.0,4584.0,875.0,2424.0,173.0,3260.0,1151.0,3116.0,0.0438843050140538,0.030782482546015,0.1390425242542388,0.0132831625714026,0.0665518179345362,0.2078157584549823,0.0396681476108441,0.1098921026384985,0.0078429594704868,0.147792184241545,0.0521806147429504,0.1412639405204461,0.0,0.0
DK0010201102,441.0,620.0,294.0,42.0,271555.0,40945.0,2599.01,-758.22,10799.0,1659.2,1568.0,82.0,10.891592706969334,196328.0,3395.0,12707.0,97.0,Copenhagen Airport,Denmark,Deloitte,Professional & Commercial Services,6668031055.6,3.0,5.385272927097326,7.571132006349981,19.147637074123825,1.0013432653559653,0.1330027195868767,1103.0,1137.0,2811.0,149.0,1915.0,4588.0,730.0,3540.0,1427.0,1110.0,461.0,1861.0,0.0529473886328725,0.0545794930875576,0.1349366359447004,0.0071524577572964,0.0919258832565284,0.2202380952380952,0.035042242703533,0.1699308755760368,0.0685003840245775,0.0532834101382488,0.022129416282642,0.0893337173579109,0.0,0.0
DK0010219153,368.0,576.0,351.0,59.0,231713.0,34297.0,1824.25,52.57000000000003,9122.0,1332.2,1307.0,59.0,7.9973092698099455,161920.0,3440.0,9760.0,80.0,Rockwool,Denmark,PwC,Building Products & Furnishings,3994072502.7,2.0,5.364900720179608,8.397235909846342,19.05414467737703,0.860133539376622,0.1165890496225609,1249.0,328.0,2608.0,148.0,1243.0,3431.0,668.0,2160.0,400.0,2383.0,1091.0,1939.0,0.0707728921124206,0.0185856754306437,0.1477787851314596,0.0083862194016319,0.0704329102447869,0.1944129646418857,0.0378513145965548,0.1223934723481414,0.0226654578422484,0.1350294650951949,0.0618200362647325,0.1098708068902991,0.0,0.0
DK0010234467,396.0,550.0,263.0,74.0,203565.0,30660.0,1883.29,-610.6999999999999,8035.0,1073.8,1319.0,95.0,9.50910250332645,141680.0,4620.0,9450.0,70.0,FLSmidth,Denmark,EY,Engineering & Construction Services,2809078626.0,2.0,6.457925636007828,8.969341161121983,21.510110893672536,1.54924983692107,0.1550734263425709,567.0,352.0,2225.0,482.0,945.0,3096.0,522.0,2167.0,414.0,1478.0,848.0,2387.0,0.036620809920558,0.022734612155267,0.1437060001291739,0.0311309177807918,0.06103468320093,0.1999612478201899,0.0337143964347994,0.1399599560808628,0.0267390040689788,0.0954595362655816,0.0547697474649615,0.1541690886779048,0.0,0.0
DK0010244425,597.0,705.0,407.0,192.0,329308.0,50391.0,1510.32,1457.51,12590.0,1521.4,1758.0,148.0,8.935163589500315,167992.0,4399.0,11205.0,83.0,Mærsk,Denmark,PwC,Marine Transportation,15630691653.0,4.0,5.923676847056022,6.99529677918676,17.44359111746145,1.46851620329027,0.0886583277718274,1199.0,1074.0,3916.0,493.0,1691.0,5569.0,735.0,4206.0,273.0,1589.0,1470.0,3462.0,0.0466954862328153,0.0418273162752658,0.1525100284301125,0.0192000623125754,0.0658566031857304,0.2168867079487479,0.0286248393503914,0.1638041827316275,0.0106320831872882,0.0618841765003699,0.0572496787007828,0.1348288351442925,0.0,0.0
DK0010255975,446.0,869.0,422.0,31.0,310261.0,48144.0,1288.38,991.93,11013.0,1122.6,1687.0,79.0,4.227981878723623,131560.0,2340.0,6500.0,65.0,MT Højgaard Holding,Denmark,EY,Engineering & Construction Services,310250183.54,1.0,4.631937520771021,9.02500830840811,17.520355599867067,0.8204553007643736,0.0439097486573988,1135.0,1359.0,2943.0,349.0,1617.0,5767.0,1387.0,3772.0,635.0,2148.0,865.0,1552.0,0.0482383441710229,0.0577585107739385,0.1250796888945556,0.0148327595732925,0.0687237026647966,0.2451017892813124,0.0589485315993029,0.1603128054740958,0.026987972289515,0.091291597602958,0.0367631433550087,0.0659611543202006,0.0,0.0
DK0010272202,504.0,386.0,303.0,158.0,213364.0,31723.0,1505.28,-685.54,8277.0,1110.7,1062.0,32.0,3.510165732455175,115368.0,4617.0,7809.0,57.0,Genmab,Denmark,Deloitte,Biotechnology & Pharmaceuticals,13165764953.0,4.0,7.943763200201746,6.083913879519591,16.738643886139396,0.5043659174731268,0.0553252487541401,717.0,289.0,1450.0,500.0,1994.0,4517.0,751.0,3842.0,126.0,260.0,178.0,1849.0,0.0435257694409033,0.0175438596491228,0.0880228252291628,0.0303526983548837,0.1210465610392764,0.2742062769380198,0.0455897529290353,0.2332301341589267,0.0076488799854307,0.0157834031445395,0.0108055606143386,0.1122442785163601,0.0,0.0
DK0010272632,341.0,608.0,288.0,69.0,247757.0,39341.0,1710.94,-45.29000000000005,8989.0,1117.5,1372.0,30.0,9.513634764580924,131560.0,2600.0,6760.0,65.0,GN Store Nord,Denmark,PwC,Medical Equipment & Supplies,2703808194.9,2.0,4.33390101929285,7.727307389237691,17.43727917439821,0.3812816146005439,0.1209124674586426,811.0,495.0,2486.0,226.0,1592.0,3399.0,547.0,2610.0,496.0,2791.0,449.0,3069.0,0.0427494597016498,0.026092456907912,0.1310421169152917,0.0119129197195719,0.0839175583785778,0.1791682041009962,0.0288334826840967,0.1375784091508091,0.0261451689420694,0.1471192873332981,0.0236677033366717,0.1617732328290548,0.0,0.0
DK0010274414,548.0,781.0,875.0,107.0,407196.0,63390.0,2178.06,-122.54999999999998,12141.0,1319.4,8302.0,228.0,2.390715092531398,170016.0,3276.0,10248.0,84.0,Danske Bank,Denmark,Deloitte,Commercial Banks,23580082283.0,4.0,4.3224483356996375,6.1602776463164535,65.48351474996056,1.7983909133932796,0.0188571942935115,1872.0,1190.0,5111.0,706.0,3379.0,8491.0,2276.0,3153.0,302.0,970.0,436.0,1244.0,0.0642636457260556,0.0408513559903879,0.175454857535187,0.0242361826295914,0.1159972536903535,0.2914864400961208,0.0781325094404394,0.1082389289392379,0.0103673189152076,0.0332990044627531,0.0149673875729488,0.0427051150017164,0.0,0.0
DK0010274844,253.0,336.0,225.0,11.0,159020.0,24447.0,1685.38,-1232.26,5417.0,773.2,1234.0,102.0,9.151209022693909,111320.0,2145.0,5115.0,55.0,Solar,Denmark,Deloitte,Solar Technology & Project Developers,266241858.14,1.0,5.174459033828282,6.872008835439932,25.238270544443083,2.086145539329979,0.1871642537467564,539.0,647.0,1849.0,137.0,410.0,2515.0,484.0,1798.0,305.0,868.0,299.0,2135.0,0.0449691306524278,0.0539796429167361,0.1542633071917236,0.0114300016686133,0.0342065743367261,0.2098281328216252,0.0403804438511596,0.1500083430669114,0.0254463540797597,0.0724178207909227,0.0249457700650759,0.178124478558318,0.0,0.0
DK0010287663,256.0,390.0,210.0,40.0,177611.0,26659.0,1126.8,656.16,6804.0,1001.2,935.0,59.0,6.168493256464571,121440.0,3240.0,6780.0,60.0,NKT,Denmark,PwC,Electrical & Electronic Equipment,3833499495.9,2.0,4.801380396864099,7.31460294834765,17.536291683859112,1.1065681383397727,0.1156925101553803,528.0,605.0,2804.0,228.0,906.0,2940.0,471.0,1286.0,83.0,1244.0,385.0,2195.0,0.0386106032906764,0.0442413162705667,0.2050457038391225,0.016672760511883,0.0662522851919561,0.2149908592321755,0.0344424131627056,0.0940402193784277,0.0060694698354661,0.0909689213893967,0.0281535648994515,0.1605118829981718,0.0,0.0
DK0015998017,330.0,503.0,384.0,65.0,225996.0,33831.0,2186.69,-1442.77,9408.0,1179.1,878.0,53.0,7.937283425555536,145728.0,2880.0,7992.0,72.0,Bavarian Nordic,Denmark,KPMG,Biotechnology & Pharmaceuticals,2068627799.2,2.0,4.877183648133369,7.434010227306316,12.976264372912416,0.7833052525789955,0.1173078452536953,969.0,619.0,1715.0,265.0,1871.0,4206.0,488.0,2787.0,534.0,961.0,348.0,2163.0,0.0572492024104927,0.0365709559257946,0.1013234077750206,0.0156563866241285,0.1105399976367718,0.2484934420418291,0.0288313836700933,0.1646579227224388,0.031549096065225,0.0567765567765567,0.0205600850762141,0.1277915632754342,0.0,0.0
DK0030521927,610.0,526.0,321.0,81.0,300871.0,44154.0,2052.86,-636.28,10909.0,1720.5,1964.0,181.0,6.68130404725979,188232.0,4464.0,13020.0,93.0,European Energy,Denmark,KPMG,Wind Technology & Project Developers,,,6.907641436789418,5.95642523893645,22.24034062599085,2.0496444263260405,0.0756591027682632,1734.0,1556.0,3080.0,406.0,811.0,7810.0,980.0,2502.0,57.0,775.0,409.0,2266.0,0.077459126239614,0.0695077280443134,0.1375859912445278,0.0181363352095059,0.0362279996426337,0.3488787635129098,0.0437773608505315,0.1117662824979898,0.0025462342535513,0.0346198516930224,0.0182703475386402,0.1012239792727597,0.0,0.0
DK0060036564,315.0,369.0,215.0,29.0,234653.0,37116.0,1337.33,466.63,7861.0,886.0,1200.0,49.0,3.1052195404442453,121440.0,3120.0,6660.0,60.0,Spar Nord Bank,Denmark,Deloitte,Commercial Banks,3271396683.0,2.0,4.243452958292919,4.97090203685742,16.16553507921112,0.6600926824011208,0.041831279508086,755.0,541.0,2921.0,494.0,2484.0,5098.0,637.0,3203.0,0.0,760.0,297.0,994.0,0.0415200175978882,0.0297514298284205,0.1606357237131544,0.027166739991201,0.1366036075670919,0.2803563572371315,0.0350307963044434,0.1761438627364716,0.0,0.0417949846018477,0.0163330400351957,0.0546634403871535,0.0,0.0
DK0060079531,254.0,357.0,174.0,127.0,180154.0,27483.0,712.5,762.67,6750.0,759.1,1098.0,46.0,2.072396199564108,87032.0,1806.0,3612.0,43.0,DSV,Denmark,PwC,Air Freight & Logistics,49871925288.0,5.0,4.621038460138995,6.494924134919769,19.97598515445912,0.8368809809700541,0.0377032383576048,924.0,439.0,3244.0,398.0,598.0,2399.0,446.0,2064.0,123.0,954.0,371.0,2019.0,0.0660991487230846,0.0314042492309893,0.2320623792832105,0.0284712783460905,0.0427784533943772,0.1716145647041991,0.0319050003576793,0.1476500464983189,0.0087989126546963,0.0682452249803276,0.0265398097145718,0.1444309321124544,0.0,0.0
DK0060094928,803.0,986.0,566.0,153.0,398300.0,63001.0,2503.04,-332.3299999999999,14212.0,1618.6,2649.0,139.0,3.439371184242897,204424.0,5656.0,15756.0,101.0,Ørsted,Denmark,PwC,Electric Utilities & Power Generators,18914013440.0,4.0,6.372914715639435,7.825272614720402,21.02347581784416,1.1031570927445598,0.027296163427905,2957.0,2099.0,4117.0,645.0,1212.0,6363.0,1481.0,3533.0,212.0,1817.0,789.0,4403.0,0.0998042392331578,0.0708451464830565,0.1389563926015931,0.021769947347104,0.0409072498987444,0.2147630619684082,0.0499864992574591,0.119245308491967,0.007155393546645,0.0613271229917645,0.0266302146618064,0.1486094235182935,0.0,0.0
"DK0060252690,246,258,140,57,149431,22534,1696.08,-1255.64,5711,836.2,971,44,6.778765083861636,111320,2585.0,5555.0,55,Pandora,Denmark,EY,""Apparel, Accessories & Footwear"",14410929049.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK0060336014,382.0,357.0,224.0,52.0,171430.0,26093.0,1740.68,-269.06000000000006,6913.0,1033.5,950.0,25.0,4.58727263052516,141680.0,3500.0,8330.0,70.0,Novonesis,Denmark,EY,Biotechnology & Pharmaceuticals,23341806578.0,4.0,7.319970873414325,6.840915187981451,18.20411604644924,0.4790556854328747,0.0879023613713478,544.0,481.0,1152.0,184.0,895.0,2646.0,371.0,1707.0,401.0,1552.0,819.0,1856.0,0.0431472081218274,0.0381503807106599,0.0913705583756345,0.0145939086294416,0.0709866751269035,0.2098667512690355,0.0294257614213197,0.1353902284263959,0.0318052030456852,0.1230964467005076,0.0649587563451776,0.1472081218274111,0.0,0.0
DK0060542181,391.0,563.0,260.0,130.0,223617.0,34759.0,1496.62,-566.9799999999999,8323.0,812.1,1136.0,44.0,5.049822918163149,105248.0,2652.0,5304.0,52.0,ISS,Denmark,PwC,Professional & Commercial Services,3216369421.1,2.0,5.62444259040824,8.098621939641532,16.341091515866395,0.6329296009666561,0.0726405091942108,959.0,236.0,1990.0,546.0,2021.0,3123.0,716.0,4134.0,92.0,264.0,378.0,2910.0,0.0552133110714491,0.0135874258736829,0.1145719385111405,0.0314353157925038,0.1163567275030226,0.1798030974725085,0.0412228683286314,0.2380102481432437,0.0052967931371984,0.0151994933502216,0.0217629109332719,0.1675398698831251,0.0,0.0
DK0060580512,354.0,489.0,296.0,57.0,195669.0,29995.0,1828.87,134.18999999999997,7752.0,1232.8,1096.0,59.0,5.058416544401752,151800.0,2625.0,8175.0,75.0,NNIT,Denmark,EY,Software & IT Services,319677868.88,1.0,5.900983497249541,8.15135855975996,18.2697116186031,0.9834972495415902,0.0843209959060135,655.0,305.0,1535.0,450.0,1865.0,3643.0,1188.0,3292.0,27.0,261.0,338.0,1333.0,0.0439833467633628,0.0204807950577491,0.1030754767660488,0.0302175664786462,0.1252350255170561,0.244627988181574,0.0797743755036261,0.2210582863282299,0.0018130539887187,0.0175261885576148,0.0226967499328498,0.0895111469245232,0.0,0.0
DK0060634707,318.0,432.0,272.0,48.0,211817.0,32289.0,1546.94,268.3,8850.0,1091.8,1094.0,41.0,8.79696219257116,141680.0,4970.0,9800.0,70.0,Royal Unibrew,Denmark,Deloitte,Alcoholic Beverages,3512861898.9,2.0,4.924277617764564,6.689584688283936,16.940753817089412,0.6348911393973179,0.1362222768213812,692.0,950.0,1798.0,68.0,1558.0,2944.0,575.0,1352.0,87.0,3182.0,1135.0,1597.0,0.0434182457020956,0.0596059731459405,0.1128121470698958,0.0042665328146567,0.0977537959593424,0.1847157736227883,0.0360772995357008,0.0848287112561174,0.0054586522775756,0.1996486384740871,0.0712134521269921,0.1002007780148073,0.0,0.0
DK0060636678,387.0,725.0,365.0,47.0,242826.0,36918.0,1610.35,762.1899999999999,9366.0,1326.7,1261.0,56.0,19.890863543754826,159896.0,4187.0,10349.0,79.0,Tryg,Denmark,PwC,Insurance,12896545380.0,4.0,5.241345685031692,9.81905845387074,17.078389945284144,0.7584376185058779,0.2693924852884071,544.0,622.0,1732.0,361.0,2049.0,5630.0,960.0,2386.0,111.0,1455.0,335.0,2495.0,0.0291220556745182,0.0332976445396145,0.0927194860813704,0.0193254817987152,0.1096895074946466,0.3013918629550321,0.0513918629550321,0.127730192719486,0.0059421841541755,0.0778907922912205,0.017933618843683,0.1335653104925053,0.0,0.0
DK0060655629,387.0,533.0,344.0,44.0,238158.0,36553.0,1714.6,133.25000000000006,8923.0,1221.4,1438.0,76.0,3.9259078225427606,149776.0,4588.0,9990.0,74.0,DFDS,Denmark,PwC,Marine Transportation,1000748128.4,1.0,5.293683145022297,7.290783246245179,19.67006812026373,1.0395863540612262,0.0537015815739167,704.0,757.0,3168.0,408.0,1480.0,4511.0,826.0,2554.0,233.0,483.0,676.0,2676.0,0.0381034856029443,0.0409720718770296,0.1714656852132496,0.0220827018835245,0.0801039185970989,0.2441545789131846,0.0447066464602727,0.138233383849318,0.0126109547521108,0.0261420220827018,0.0365880060619181,0.1448365447066464,0.0,0.0
DK0060738599,375.0,348.0,240.0,81.0,180982.0,28335.0,1964.43,-792.56,6909.0,884.6,1316.0,78.0,8.131908257900061,133584.0,3432.0,7722.0,66.0,Demant,Denmark,PwC,Medical Equipment & Supplies,7813127923.0,3.0,6.617257808364213,6.14081524616199,23.22216340215281,1.3763896241397564,0.1434958224439749,797.0,377.0,1533.0,223.0,1284.0,2810.0,586.0,2901.0,55.0,1048.0,352.0,1559.0,0.0589279112754159,0.0278743068391866,0.1133456561922366,0.0164879852125693,0.0949353049907578,0.2077634011090573,0.0433271719038817,0.2144916820702403,0.0040665434380776,0.0774861367837338,0.0260258780036968,0.115268022181146,0.0,0.0
DK0060854669,462.0,417.0,333.0,43.0,313083.0,55359.0,2466.23,872.6400000000001,8896.0,1756.4,11024.0,140.0,0.9851127373429778,200376.0,5247.0,14949.0,99.0,Ringkjøbing Landbobank,Denmark,PwC,Commercial Banks,4258268801.5,2.0,4.172763236330136,3.766325258765512,99.5682725482758,1.264473707978829,0.0088974939697517,2388.0,711.0,2952.0,1082.0,1714.0,5160.0,1507.0,3697.0,115.0,569.0,524.0,1044.0,0.1112612402739598,0.0331267763127242,0.1375390206401714,0.0504123375110655,0.0798583609001537,0.2404137352653403,0.0702138564040441,0.1722499184643339,0.0053580580533942,0.0265107394120113,0.0244141079998136,0.0486418487629874,0.0,0.0
DK0060907293,391.0,613.0,306.0,84.0,236057.0,35528.0,1658.22,-48.190000000000026,8638.0,1243.2,1547.0,133.0,4.386484898762387,143704.0,4331.0,9301.0,71.0,Nilfisk,Denmark,Deloitte,Industrial Machinery & Goods,393165577.58,1.0,5.502702094122945,8.626998423778428,21.771560459356003,1.871763116415222,0.0617327867986149,678.0,457.0,2137.0,253.0,1397.0,3390.0,566.0,3510.0,557.0,1821.0,1284.0,2209.0,0.0371323730762911,0.0250287529437537,0.1170381729558026,0.0138561805137192,0.0765102141409715,0.1856618653814557,0.0309984117421545,0.1922339668108877,0.0305055041349471,0.0997316391916315,0.070321485294923,0.1209814338134618,0.0,0.0
DK0060952919,273.0,594.0,192.0,61.0,239276.0,35853.0,2754.8,-1642.89,9697.0,1486.6,1266.0,98.0,11.728177755458791,188232.0,5766.0,14322.0,93.0,Netcompany,Denmark,EY,Internet Media & Services,2223855537.4,2.0,3.807212785540959,8.28382562128692,17.655426324156974,1.3666917691685494,0.1635592245482775,798.0,520.0,1407.0,499.0,1935.0,4682.0,1203.0,3694.0,119.0,836.0,637.0,1889.0,0.0438004281244854,0.02854163236182,0.0772270706405401,0.0273889895164388,0.1062078050386958,0.2569844667654646,0.0660299687139799,0.2027553652780064,0.0065316427904934,0.0458861627970799,0.0349634996432296,0.1036829683297656,0.0,0.0
DK0061539921,808.0,931.0,600.0,147.0,398136.0,60610.0,1497.55,917.44,14485.0,1344.0,1613.0,33.0,7.928247664566199,165968.0,4182.0,10824.0,82.0,Vestas,Denmark,Deloitte,Wind Technology & Project Developers,13694912766.0,4.0,6.66556673816202,7.6802507836990594,13.306385084969476,0.2722323049001814,0.065403791986192,2880.0,1379.0,3841.0,772.0,2292.0,5902.0,1240.0,4797.0,182.0,2721.0,811.0,4203.0,0.09284332688588,0.044455190199871,0.1238233397807865,0.0248871695680206,0.0738878143133462,0.1902643455834945,0.0399742101869761,0.154642166344294,0.0058671824629271,0.0877176015473887,0.0261444229529335,0.1354932301740812,0.0,0.0
DK0061802139,297.0,529.0,282.0,52.0,194846.0,29754.0,1927.4,-556.9,7474.0,1203.8,1459.0,55.0,4.389749255977294,141680.0,2520.0,7350.0,70.0,ALK,Denmark,PwC,Biotechnology & Pharmaceuticals,4442832543.7,2.0,4.99092558983666,8.889561067419507,24.51771190428177,0.9242454795993816,0.0737673801165774,866.0,877.0,1306.0,213.0,821.0,3583.0,581.0,2046.0,439.0,1866.0,969.0,1830.0,0.0562447229979866,0.0569591478859518,0.0848217185165941,0.0138338637396895,0.0533220757290381,0.232707670325388,0.0377346236279794,0.1328830291615249,0.0285120478015197,0.1211924400857309,0.0629343378580243,0.1188543222705721,0.0,0.0
