isin,words_pos,words_neg,words_uncertain,words_complex,chars,words,fog,flesch,difficult_words,smog,nums,tables,imgsize,year,start,end,Sustainability_Page_Count,company,country,auditor,SASB_industry,market_cap_2024,Market_Cap_Cat,words_pos_500,words_neg_500,nums_500,tables_500,imgsize_500,abs_affected,abs_biodiversity,abs_climate,abs_conduct,abs_consumers,abs_governance,abs_oth,abs_ownworkforce,abs_pollution,abs_waste,abs_water,abs_workersvalchain,rel_affected,rel_biodiversity,rel_climate,rel_conduct,rel_consumers,rel_governance,rel_oth,rel_ownworkforce,rel_pollution,rel_waste,rel_water,rel_workersvalchain,abs_oenworkforce,rel_oenworkforce
FI0009014377,553.0,908.0,650.0,72.0,313818.0,45705.0,2434.62,-1905.06,11580.0,1414.4,843.0,69.0,0.0,165968.0,2050.0,8692.0,82.0,Orion,Finland,KPMG,Medical Equipment & Supplies,6222225786.8,3.0,6.049666338475003,9.933267695000549,9.222185756481784,0.7548408270429932,0.0,1175.0,1376.0,1891.0,379.0,2896.0,6055.0,664.0,3156.0,721.0,1392.0,396.0,4152.0,0.0484476147280748,0.0567352492475157,0.0779697357027996,0.0156269327505875,0.1194079083000041,0.2496598358965901,0.0273780563229291,0.1301282315589824,0.0297282810373974,0.0573949614480682,0.0163278769636745,0.171195316043376,0.0,0.0
FI4000297767,932.0,827.0,1009.0,228.0,618781.0,102910.0,2333.27,1292.98,18487.0,2057.3,12693.0,162.0,1.9952378601567304,224664.0,9213.0,21423.0,111.0,Nordea,Finland,PwC,Commercial Banks,37958008850.0,5.0,4.528228549217763,4.018074045282286,61.67039160431445,0.787095520357594,0.0096940912455384,3596.0,1800.0,8230.0,936.0,4762.0,12517.0,2297.0,5156.0,141.0,2483.0,656.0,1994.0,0.0806856937713157,0.0403877221324717,0.1846616406390235,0.0210016155088853,0.1068479626637946,0.280851732184527,0.0515392209657153,0.1156883862861245,0.0031637049003769,0.055712618919404,0.0147190809549452,0.0447406210734159,0.0,0.0
FI4000480215,548.0,572.0,449.0,21.0,316938.0,48142.0,16258.81,-37835.1,10524.0,344.8,1117.0,42.0,3.812404207196628,133584.0,1914.0,6204.0,66.0,Sitowise,Finland,KPMG,Engineering & Construction Services,113177668.84,1.0,5.691495991026546,5.940758589173695,11.601096755431849,0.436209546757509,0.0395954074113728,281.0,809.0,1960.0,133.0,2316.0,8962.0,194.0,5751.0,36.0,1181.0,211.0,2817.0,0.0113991318810595,0.0328181412518761,0.0795099590280313,0.0053953186483306,0.0939515638310819,0.3635552310251105,0.00786986329155,0.2332968236582694,0.0014603870025556,0.0479088069449515,0.0085594904872013,0.1142752829499817,0.0,0.0
FI4000513593,813.0,670.0,515.0,74.0,359267.0,51574.0,2500.3,-1239.81,13234.0,1730.9,1384.0,146.0,15.82179423628526,214544.0,7632.0,18762.0,106.0,Kempower,Finnland,EY,Electrical & Electronic Equipment,553883115.36,1.0,7.881878465893668,6.495520998952961,13.417613526195373,1.415441889324078,0.1533892488103042,1296.0,859.0,2673.0,440.0,2790.0,6766.0,1120.0,4314.0,243.0,3098.0,380.0,4189.0,0.0460096563476285,0.0304955978415222,0.0948949162169838,0.0156205623402442,0.0990485657483669,0.2402016472593013,0.0397614314115308,0.1531525134904856,0.0086268105651803,0.1099829593865379,0.0134904856574836,0.1487148537347344,0.0,0.0
FI4000519228,524.0,519.0,370.0,27.0,248070.0,35975.0,1987.07,-1193.64,9148.0,1262.8,778.0,47.0,0.0290258895857399,153824.0,1900.0,7600.0,76.0,WithSecure ,Finland,PwC,Software & IT Services,137934970.06,1.0,7.282835302293259,7.213342599027102,10.813064628214038,0.6532314107018763,0.0004034175064036,866.0,327.0,1656.0,560.0,2480.0,4507.0,948.0,4646.0,116.0,472.0,90.0,2245.0,0.0457886110083011,0.0172896949188388,0.0875588219743033,0.0296092634695711,0.1311267382223867,0.238301697245281,0.0501242531592026,0.2456511394279067,0.0061333474329826,0.0249563792100671,0.0047586316290382,0.1187014223021202,0.0,0.0
FI4000552500,413.0,687.0,527.0,68.0,289400.0,43098.0,1271.62,1425.47,9297.0,1341.6,1517.0,56.0,1.0003025043604945,159896.0,4345.0,10507.0,79.0,Sampo,Finland,Deloitte,Insurance,21934150170.0,4.0,4.791405633672096,7.970207434219685,17.599424567265302,0.6496821198199453,0.0116049759195379,834.0,549.0,1560.0,880.0,2780.0,6973.0,982.0,3038.0,153.0,699.0,142.0,3293.0,0.0381117762646803,0.0250879678289082,0.0712882145958049,0.0402138646437874,0.1270392542156011,0.3186491797285564,0.04487501713659,0.1388292281679843,0.0069917287392039,0.0319426038477356,0.0064890554311566,0.1504821093999908,0.0,0.0
FI4000567029,686.0,813.0,1014.0,75.0,423709.0,59266.0,3893.34,-4447.96,16744.0,2123.8,1575.0,74.0,3.965129206348846,220616.0,4687.0,16459.0,109.0,FinnAir,Finland,KPMG,Airlines,468297172.81,1.0,5.787466675665643,6.858907299294706,13.28755104106908,0.6243039854216583,0.0334519725166946,1557.0,1274.0,3489.0,425.0,2516.0,10698.0,899.0,6936.0,225.0,1236.0,648.0,3225.0,0.0469995170248732,0.0384568944699348,0.1053187635836754,0.0128290268051195,0.0759478386863076,0.3229292441439266,0.0271371649360057,0.2093697174595508,0.0067918377203574,0.0373098285438299,0.0195604926346293,0.0973496739917894,0.0,0.0
FI4000571054,391.0,433.0,270.0,59.0,227745.0,33534.0,1229.71,-96.14,7996.0,858.8,962.0,41.0,0.0163486824160624,103224.0,2703.0,5253.0,51.0,Kalmar Global,Finland,EY,Industrial Machinery & Goods,2109942252.4,2.0,5.829903978052126,6.456134072881255,14.343651219657662,0.6113198544760542,0.0002437627842795,559.0,668.0,1497.0,277.0,1804.0,5480.0,874.0,2270.0,34.0,1588.0,146.0,2412.0,0.0317451303310806,0.0379351467999318,0.0850133454483502,0.0157305923107501,0.1024476120165824,0.3112044977000398,0.0496337100346413,0.128911352149469,0.0019308308251462,0.0901811573627122,0.0082912147197455,0.1369754103015503,0.0,0.0
FR0000035081,777.0,772.0,579.0,72.0,469223.0,73001.0,2681.39,1454.1,16321.0,2304.9,4338.0,93.0,0.0465188003902226,257048.0,12573.0,28575.0,127.0,Icade,France,Forvis Mazars,Real Estate,1802685904.0,2.0,5.321844906234161,5.287598800016438,29.71192175449651,0.6369775756496486,0.0003186175558569,1221.0,2995.0,4981.0,583.0,2813.0,8907.0,1261.0,6351.0,502.0,1934.0,1290.0,2468.0,0.034583356936498,0.0848297739760947,0.1410808361185067,0.0165127740327423,0.079674842802923,0.2522800657112105,0.0357163088426896,0.1798844389055684,0.0142185464227043,0.0547782246643629,0.0365376989746785,0.0699031326120206,0.0,0.0
FR0000045072,886.0,890.0,942.0,397.0,670025.0,105120.0,3440.93,2127.3,22167.0,2921.1,11692.0,172.0,0.3085818457514935,333960.0,7260.0,34320.0,165.0,Crédit Agricole,France,PwC & Forvis Mazars,Commercial Banks,41614393909.0,5.0,4.214231354642314,4.233257229832572,55.61263318112633,0.8181126331811263,0.0014677599208118,3105.0,1583.0,6728.0,1402.0,4270.0,13615.0,1740.0,8689.0,247.0,1673.0,584.0,2477.0,0.0673345911131351,0.0343287142454405,0.1459024570077852,0.0304035738295057,0.092598616442218,0.2952529655411706,0.0377333940537375,0.1884284258235204,0.0053564070869386,0.0362804415240821,0.0126645414525188,0.053715871879947,0.0,0.0
FR0000050809,787.0,594.0,485.0,230.0,502885.0,76502.0,2814.78,2175.63,19168.0,2517.2,4984.0,143.0,6.424838788725025,291456.0,17136.0,37728.0,144.0,Sopra Steria,France,ACA Nexia & Saint Front,Software & IT Services,3470894759.0,2.0,5.143656374996732,3.882251444406682,32.574311782698494,0.9346160884682754,0.0419913125717303,3163.0,1564.0,3589.0,355.0,2719.0,8834.0,1636.0,9881.0,113.0,1815.0,398.0,2850.0,0.0856786846168431,0.0423653059566053,0.097218083809627,0.0096161659939865,0.0736517051764769,0.2392935503968361,0.044315626946935,0.2676544681312132,0.0030609204431562,0.0491643416312268,0.0107809410298778,0.0772002058672156,0.0,0.0
FR0000051732,1369.0,1390.0,772.0,269.0,618452.0,92105.0,2983.73,1617.15,23395.0,2802.6,4792.0,145.0,150.95877181350667,305624.0,21895.0,44545.0,151.0,Atos,France,Forvis Mazars,Software & IT Services,481850910.82,1.0,7.431735519244341,7.545735844959557,26.0137886108246,0.7871451061288747,0.8194928169670846,3725.0,680.0,2927.0,506.0,5718.0,10578.0,1075.0,9834.0,214.0,3149.0,476.0,8904.0,0.077951701335119,0.014230109237015,0.0612522496128573,0.0105888754028376,0.1196584773783116,0.2213619051605072,0.0224961285732222,0.2057924915247143,0.0044782990834135,0.0658979617461181,0.0099610764659105,0.1863307244799732,0.0,0.0
FR0000051807,953.0,874.0,619.0,297.0,445588.0,69026.0,1946.08,2060.6,17440.0,1940.0,3115.0,40.0,0.1087613666692281,226688.0,10416.0,22848.0,112.0,Teleperformance,France,PwC,Software & IT Services,5089813643.8,3.0,6.903195897198158,6.330947758815519,22.563961405847078,0.2897458928519688,0.0007878289823343,3268.0,1097.0,3275.0,645.0,2876.0,6293.0,1054.0,8273.0,103.0,815.0,437.0,4376.0,0.1005167322834645,0.0337413877952755,0.1007320374015748,0.0198388287401574,0.0884596456692913,0.1935593011811023,0.0324187992125984,0.2544598917322834,0.003168061023622,0.0250676673228346,0.0134411909448818,0.1345964566929134,0.0,0.0
"FR0000052292,916,1162,1006,252,657940,99824,3659.01,1739.4,24863,3054.6,4529,102,174.97154562254778,354200,8575.0,39025.0,175,Hermes,France,PwC,""Apparel, Accessories & Footwear"",251834832620.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR0000054900,581.0,647.0,406.0,87.0,433714.0,66711.0,1839.78,2034.92,16178.0,1909.2,2517.0,55.0,1.722530750466554,210496.0,12168.0,22880.0,104.0,TF1,France,EY,Media & Entertainment,1597958041.5,2.0,4.354604188214838,4.84927523197074,18.86495480505464,0.4122258697965852,0.0129103952156807,1804.0,2292.0,3899.0,703.0,2493.0,7235.0,1260.0,8053.0,227.0,2059.0,598.0,2252.0,0.0548745247148289,0.0697186311787072,0.1186007604562737,0.0213840304182509,0.0758326996197718,0.2200760456273764,0.0383269961977186,0.2449581749049429,0.0069049429657794,0.0626311787072243,0.018190114068441,0.0685019011406844,0.0,0.0
FR0000064578,1356.0,1411.0,1147.0,185.0,865748.0,134542.0,4570.57,3845.09,33395.0,4014.8,8589.0,151.0,0.4085883048664415,467544.0,24255.0,77385.0,231.0,Covivio,France,EY,Real Estate,5592294875.3,3.0,5.0393185770986015,5.243715717025167,31.919400633259503,0.5611630568892985,0.0015184414713117,3427.0,4776.0,7771.0,976.0,4311.0,14503.0,2441.0,10688.0,1289.0,5852.0,3995.0,5561.0,0.0522488184174416,0.0728159780454337,0.1184784265894191,0.0148803171215124,0.0657264826955328,0.2211160237841134,0.0372160390303399,0.1629516694618082,0.0196523860344564,0.0892209178228388,0.060908675102912,0.0847842658941911,0.0,0.0
FR0000073272,808.0,1397.0,677.0,298.0,532889.0,80253.0,2398.43,1706.7,20271.0,2307.4,3562.0,60.0,0.028291818362624,250976.0,40300.0,55552.0,124.0,SAFRAN,France,Forvis Mazars & EY,Aerospace & Defence,91509612656.0,5.0,5.034079722876403,8.703724471359326,22.19231679812593,0.3738178012036933,0.0001762664222061,1635.0,1462.0,5641.0,821.0,3037.0,10437.0,1319.0,6497.0,696.0,2092.0,656.0,5885.0,0.0406939120911941,0.036388073074817,0.1404002190253372,0.0204340683956394,0.0755886305938573,0.2597690278261735,0.0328289113445168,0.1617054109213997,0.0173229130369854,0.0520682960824331,0.0163273433222161,0.1464731942854298,0.0,0.0
FR0000120073,613.0,958.0,679.0,160.0,479491.0,74255.0,1687.73,2072.0,16374.0,1828.8,4762.0,234.0,5.830415801481276,210496.0,29016.0,39728.0,104.0,Air Liquide,France,PwC & KPMG,Chemicals,93636796644.0,5.0,4.127668170493569,6.450744057639216,32.065180795906,1.5756514712813954,0.0392594155375481,1906.0,1144.0,5274.0,675.0,3390.0,8306.0,1020.0,5354.0,364.0,2110.0,1248.0,3347.0,0.0558322104399789,0.0335110434120335,0.1544905969886929,0.0197726873279043,0.0993028296912531,0.2433065791786279,0.0298787275177221,0.156834026597926,0.0106626047220106,0.0618079559435233,0.0365575019040365,0.0980432362762903,0.0,0.0
FR0000120222,902.0,1269.0,1045.0,208.0,640876.0,96182.0,4292.81,-1809.77,23213.0,3405.5,3176.0,106.0,0.0,327888.0,6642.0,32724.0,162.0,CNP assurances,France,KPMG & Forvis Mazars,Insurance,,,4.689027052878917,6.596868436921669,16.510365764904037,0.5510386558815579,0.0,2033.0,4346.0,5525.0,1241.0,3563.0,14527.0,1297.0,7632.0,501.0,1620.0,541.0,4542.0,0.0429192703935146,0.0917497044418172,0.1166399256882283,0.0261991217699712,0.0752195575071778,0.3066838371896639,0.0273813545009288,0.1611214321905083,0.0105767606823171,0.0342003040027022,0.0114212126330011,0.0958875190001689,0.0,0.0
FR0000120271,844.0,1325.0,947.0,349.0,719809.0,111944.0,2607.97,2395.25,24582.0,2807.3,5978.0,108.0,0.6687707517919358,295504.0,40150.0,61320.0,146.0,TotalEnergies,France,EY,Oil & Gas – Exploration & Production,124207185372.0,5.0,3.7697420138640743,5.918137640248696,26.700850425212607,0.4823840491674409,0.0029870772519828,2905.0,2876.0,8376.0,1456.0,4301.0,9684.0,2062.0,8319.0,595.0,3866.0,1003.0,7208.0,0.0551746405576342,0.0546238438016371,0.1590852975252132,0.0276537957493684,0.0816888568118364,0.1839281305198381,0.0391635486505479,0.1580026970048052,0.0113008299937323,0.0734269054718808,0.019049970560863,0.1369014833526428,0.0,0.0
FR0000120321,683.0,684.0,432.0,143.0,352254.0,52673.0,1933.45,975.41,13965.0,1882.4,2549.0,80.0,1.2066730201475035,198352.0,18326.0,27832.0,98.0,L’Oréal,France,Deloitte & EY,Household & Personal Products,189084005045.0,5.0,6.483397566115467,6.492890095494845,24.19645738803561,0.7594023503502743,0.0114543790950534,1194.0,1789.0,2809.0,317.0,1954.0,4712.0,631.0,3502.0,663.0,3204.0,1137.0,4819.0,0.0446672402828177,0.0669260409262653,0.1050839848864614,0.0118588904268452,0.0730986495080618,0.1762747371965134,0.0236055516067487,0.1310089409300063,0.0248026635741274,0.1198608357337922,0.0425348845909243,0.1802775803374359,0.0,0.0
FR0000120404,848.0,1673.0,905.0,263.0,672743.0,103868.0,3242.74,1183.13,24391.0,2516.9,3840.0,127.0,4.158701066769763,301576.0,17582.0,39634.0,149.0,Accor,France,PwC,Hotels & Lodging,11865596509.0,3.0,4.082104209188586,8.053490969307198,18.48500019255209,0.6113528709515924,0.0200191640677098,5235.0,1695.0,5793.0,759.0,3910.0,9523.0,2352.0,9013.0,157.0,4022.0,1315.0,7655.0,0.1017908184098465,0.0329580586828443,0.1126407279939333,0.014758210348247,0.0760271442182426,0.1851679013785996,0.0457329522253981,0.1752513173501332,0.0030527523381749,0.0782049038480234,0.0255692313675163,0.1488459818390402,0.0,0.0
FR0000120578,1080.0,1530.0,1056.0,469.0,713577.0,107525.0,2707.22,3120.48,26985.0,2826.5,5067.0,136.0,2.385608399687996,327888.0,162.0,26244.0,162.0,Sanofi,France,PwC & Forvis Mazars,Biotechnology & Pharmaceuticals,121648091481.0,5.0,5.022087886538015,7.1146245059288535,23.56196233434085,0.6324110671936759,0.01109327319083,4583.0,2798.0,5217.0,1285.0,5140.0,11469.0,2422.0,8990.0,1063.0,3701.0,621.0,7267.0,0.0840054256177139,0.0512867512280959,0.0956265122076398,0.0235537796026101,0.0942151184104406,0.2102243566243859,0.044394750348266,0.164784808270401,0.0194845663171786,0.067838551213432,0.0113827993254637,0.133202580834372,0.0,0.0
FR0000120628,700.0,1194.0,911.0,345.0,548396.0,82201.0,2533.21,1841.62,20506.0,2669.5,5259.0,100.0,0.0,289432.0,18447.0,38753.0,143.0,AXA,France,EY & KPMG,Insurance,77286855225.0,5.0,4.257855743847399,7.262685368791135,31.98866193841924,0.6082651062639142,0.0,2288.0,3561.0,7491.0,843.0,3051.0,12194.0,1866.0,4852.0,258.0,1302.0,1129.0,2800.0,0.0549537648612945,0.0855290020415515,0.1799207397622192,0.0202473880148913,0.0732796925663504,0.2928785877266722,0.0448180617269124,0.1165365677915215,0.0061967094992194,0.0312717665425723,0.0271166086225531,0.0672511108442416,0.0,0.0
FR0000120644,2003.0,1834.0,1617.0,537.0,1187108.0,178561.0,5264.83,5243.36,41932.0,5556.2,6153.0,112.0,0.4696504255255052,599104.0,49136.0,136456.0,296.0,Danone,France,Forvis Mazars,Processed Foods,43424077749.0,5.0,5.6087275496889015,5.135499913194931,17.22940619732192,0.3136183153096141,0.0013150979931942,5603.0,6494.0,5865.0,1313.0,5857.0,27082.0,2966.0,8629.0,1241.0,11401.0,1957.0,11519.0,0.0623060927196503,0.0722141292381598,0.0652195669821077,0.0146007317046048,0.0651306059359258,0.3011553815872874,0.0329823078719405,0.0959556084379552,0.0138000822889677,0.1267806109399846,0.021762095922248,0.1280927863711677,0.0,0.0
FR0000120859,1111.0,1537.0,813.0,187.0,627840.0,92178.0,3492.08,1077.68,23322.0,3507.2,5433.0,215.0,1.0956694289104136,348128.0,10148.0,39560.0,172.0,Imerys,France,Deloitte & PwC,Metals & Mining,2464254055.2,2.0,6.026383735815488,8.337130334787043,29.470155568573848,1.1662218750678035,0.0059432263062249,3155.0,3599.0,5380.0,816.0,2911.0,10416.0,1048.0,8482.0,902.0,5031.0,1544.0,3782.0,0.0670335273870734,0.0764670887689627,0.1143075680958653,0.0173373560532018,0.0618493179790082,0.2213062507967535,0.0222666043428377,0.1802150172098754,0.0191645774019462,0.1068924489015425,0.0328049972379212,0.0803552458250116,0.0,0.0
"FR0000121014,1167,1020,695,231,695885,106369,4070.09,1911.07,26223,3550.1,5427,102,0.0,392656,9118.0,46560.0,194,LVMH,France,Deloitte,""Apparel, Accessories & Footwear"",328522196029.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FR0000121485,808,825,573,137,480308,72651,2178.28,1358.42,18360,2183.5,2880,74,0.3690080150314909,222640,17490.0,29480.0,110,Kering,France,Deloitte & PwC,""Apparel, Accessories & Footwear"",30238040195.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR0000121667,1050.0,1472.0,692.0,369.0,612102.0,89561.0,2845.29,1467.24,24358.0,2981.4,3773.0,96.0,0.0,311696.0,51128.0,74690.0,154.0,EssilorLuxottica,France,PwC,Medical Equipment & Supplies,111388087336.0,5.0,5.861926508189948,8.217862685767242,21.063855919429216,0.535947566463081,0.0,3678.0,1119.0,4238.0,610.0,5113.0,9301.0,1380.0,9980.0,493.0,5033.0,517.0,4790.0,0.0795208855833261,0.0241935483870967,0.091628470120211,0.0131886188705353,0.1105465709590936,0.2010940067456542,0.029836547608752,0.2157744529966271,0.0106589985297933,0.1088169160252529,0.0111778950099455,0.1035630891637118,0.0,0.0
FR0000121972,1740.0,1698.0,1291.0,427.0,842054.0,124993.0,3307.04,2640.86,31802.0,3411.5,5295.0,229.0,1.0003710882043837,376464.0,17856.0,52266.0,186.0,Schneider Electric,France,PwC & Forvis Mazars,Electrical & Electronic Equipment,139894939294.0,5.0,6.960389781827782,6.792380373300905,21.1811861464242,0.916051298872737,0.0040017084484906,3347.0,2391.0,7614.0,1444.0,6021.0,14642.0,1412.0,9982.0,823.0,6661.0,991.0,9350.0,0.0517486626055227,0.0369677479204675,0.1177216364142366,0.0223259841058783,0.0930919323417545,0.2263830050403537,0.0218312254553325,0.1543337765546244,0.0127245740437242,0.1029871053526701,0.0153220569590896,0.1445622932063452,0.0,0.0
FR0000124141,1290.0,1466.0,755.0,249.0,748783.0,114921.0,2622.65,2262.89,26623.0,2590.4,5803.0,82.0,0.5802297474614974,295504.0,25550.0,46720.0,146.0,Veolia,France,KPMG & EY,Water Utilities & Services,20059227109.0,4.0,5.612551230845537,6.378294654588804,25.24777890898965,0.3567668224258403,0.0025244722351071,4691.0,2383.0,4855.0,1526.0,4526.0,10723.0,1899.0,9373.0,1835.0,7290.0,1995.0,4460.0,0.0844373245014039,0.0428936568507451,0.0873893008855929,0.0274677802577579,0.0814673482612139,0.1930124559003528,0.0341817265461876,0.1687126502987976,0.0330297357621139,0.131218950248398,0.0359097127222982,0.0802793577651378,0.0,0.0
FR0000124570,986.0,926.0,554.0,193.0,545894.0,84386.0,2818.62,1649.73,20715.0,2580.8,3511.0,84.0,0.656420788946886,297528.0,21609.0,43071.0,147.0,Op Mobility,France,PwC & EY,Building Products & Furnishings,1482329078.0,1.0,5.842201313014008,5.486692105325528,20.803213803237504,0.4977128907638708,0.0038893939098125,2679.0,1629.0,5421.0,667.0,3728.0,7516.0,1407.0,7191.0,728.0,3754.0,812.0,4706.0,0.0665788558079427,0.0404841194890402,0.1347233957950196,0.0165763705949599,0.0926487399970177,0.186788607783687,0.0349669466673293,0.178711665589741,0.018092350514439,0.0932948953725334,0.0201799294199512,0.1169541229683383,0.0,0.0
FR0000125007,800.0,835.0,775.0,196.0,501866.0,77914.0,2356.37,2446.28,18049.0,2321.3,4821.0,124.0,5.040089773650213,263120.0,13520.0,30290.0,130.0,Saint-Gobain,France,Deloitte,Construction Materials,44081483983.0,5.0,5.1338655440614005,5.358472161614087,30.93795723490002,0.7957491593295172,0.0323439290348988,2390.0,1840.0,5257.0,191.0,2456.0,6862.0,1330.0,5436.0,701.0,4932.0,1468.0,3894.0,0.0650216285333405,0.0500584922599776,0.1430203770710341,0.0051962891422042,0.0668172048861441,0.1866855292869385,0.036183584079223,0.1478901977854558,0.0190711973229588,0.1341785238185923,0.0399379709987213,0.1059390048154093,0.0,0.0
FR0000125338,2229.0,1872.0,1271.0,553.0,1078068.0,166175.0,4566.11,2780.03,40047.0,4324.7,7435.0,108.0,0.0061737001283918,471592.0,32387.0,86443.0,233.0,Capgemini,France,Forvis Mazars,Software & IT Services,27823854513.0,4.0,6.7067850157966,5.632616217842635,22.370994433579057,0.3249586279524597,1.857589928807522e-05,5252.0,2987.0,8823.0,1119.0,6101.0,20054.0,1753.0,22322.0,377.0,3161.0,1325.0,10692.0,0.0625491270276064,0.0355739227782673,0.1050782459566967,0.0133268227615939,0.0726603625276897,0.2388347664530881,0.0208774980349188,0.2658456994497773,0.0044899125836648,0.0376461901245742,0.015780196746302,0.1273372555558202,0.0,0.0
FR0000125486,828.0,874.0,513.0,175.0,531386.0,80032.0,1511.95,2012.84,19386.0,1625.4,4066.0,60.0,0.0121020415430305,184184.0,18746.0,26936.0,91.0,VINCI,France,PwC,Engineering & Construction Services,58070072860.0,5.0,5.1729308276689325,5.46031587365054,25.402339064374253,0.3748500599760096,7.560751663728571e-05,3825.0,3344.0,5180.0,557.0,2726.0,6903.0,1746.0,8010.0,300.0,3435.0,1370.0,3051.0,0.0945682003609662,0.0826760946423715,0.1280688308156352,0.0137711078695576,0.0673968403095408,0.1706677874749672,0.0431676020471233,0.1980369372264939,0.0074171137538012,0.0849259524810245,0.0338714861423591,0.0754320468761589,0.0,0.0
FR0000127771,561.0,789.0,587.0,134.0,386102.0,59125.0,1696.11,1636.61,13873.0,1700.6,2299.0,73.0,17.86559359016564,186208.0,2576.0,10948.0,92.0,Vivendi,France,Deloitte & Grant Thornton,Media & Entertainment,2641757628.5,2.0,4.744186046511628,6.6723044397463,19.44186046511628,0.6173361522198731,0.1510832438914642,1834.0,1179.0,2612.0,708.0,2805.0,9262.0,936.0,5708.0,49.0,745.0,470.0,2707.0,0.0632086851628468,0.0406341547475443,0.0900224022057556,0.0244011718076856,0.0966741340685852,0.3192141995519559,0.0322591762881268,0.1967258314664828,0.0016887816646562,0.0256763742891607,0.0161985180079269,0.0932965707392727,0.0,0.0
FR0000130809,645.0,1079.0,1171.0,371.0,538665.0,80383.0,2548.1,455.76,20383.0,2247.9,2217.0,37.0,0.043951685520072,230736.0,30666.0,43548.0,114.0,Société Générale,France,PwC & KPMG,Commercial Banks,22451522193.0,4.0,4.012042347262481,6.711618128211189,13.79022927733476,0.2301481656569175,0.000273389183783,1766.0,1892.0,5873.0,827.0,4785.0,12787.0,956.0,6535.0,159.0,615.0,333.0,4381.0,0.0431689848199662,0.0462489916644259,0.1435625412500916,0.0202156004791121,0.1169669265931702,0.3125718057151238,0.0233689408198684,0.1597447994328876,0.0038866753037228,0.0150333667408149,0.008140018088929,0.1070913490918868,0.0,0.0
FR0000131104,834.0,1005.0,1022.0,328.0,648074.0,99589.0,6183.84,-4061.75,21595.0,3326.5,10583.0,193.0,0.0,396704.0,134064.0,172284.0,196.0,BNP Paribas,France,Deloitte & EY,Commercial Banks,69246821890.0,5.0,4.187209430760426,5.045737983110585,53.13337818433763,0.9689825181495948,0.0,3112.0,1841.0,5130.0,1320.0,3825.0,12926.0,2965.0,7778.0,109.0,3436.0,329.0,1860.0,0.0697273195760794,0.0412493558289081,0.1149425287356321,0.0295758553471802,0.0857027626537608,0.2896193228921601,0.0664336447760525,0.1742734870381573,0.0024422486612444,0.0769868477067509,0.0073715578857744,0.0416750688982993,0.0,0.0
FR0000131906,884.0,1494.0,919.0,217.0,630405.0,93181.0,2991.5,1601.97,23887.0,2902.8,3547.0,135.0,0.8819414864489284,305624.0,14496.0,37146.0,151.0,Renault,France,KPMG & Forvis Mazars,Automobiles,14120032435.0,4.0,4.743456284006396,8.01665575600176,19.03285004453698,0.7243966044579904,0.0047324105045499,2345.0,2258.0,4409.0,1000.0,4239.0,11429.0,1439.0,6893.0,1718.0,4881.0,1891.0,5950.0,0.0483984149261124,0.0466028234128622,0.0909972756542557,0.0206389829109221,0.0874886485593989,0.2358829356889292,0.0296994964088169,0.1422645092049863,0.0354577726409642,0.100738875588211,0.0390283166845537,0.1228019483199868,0.0,0.0
FR0004035913,958.0,838.0,624.0,101.0,475407.0,71630.0,2687.54,717.1,19116.0,2298.3,3078.0,59.0,2.8446934239630868,248952.0,10947.0,25953.0,123.0,iliad,France,Deloitte,Telecommunication Services,,,6.687142258830099,5.849504397598772,21.485411140583555,0.4118386151054028,0.0198568576292271,2264.0,2425.0,4905.0,996.0,2585.0,7219.0,1477.0,6637.0,129.0,3580.0,1356.0,3165.0,0.0616255648102781,0.0660079481735532,0.1335129838314551,0.0271108933529315,0.0703631117643856,0.1964995372638684,0.0402036038978714,0.1806576297022157,0.0035113506451086,0.0974467853448745,0.0369100114323044,0.086150579781153,0.0,0.0
FR0010208488,667.0,1273.0,865.0,327.0,624174.0,96885.0,3417.37,1111.4,22333.0,2880.0,5143.0,134.0,0.3643296484202096,315744.0,10764.0,34944.0,156.0,Engie,France,Deloitte & EY,Electric Utilities & Power Generators,38446945638.0,5.0,3.442225318676781,6.569644423801414,26.54177633276565,0.6915415182948856,0.0018802170017041,3786.0,1937.0,7516.0,1565.0,3589.0,10421.0,1413.0,6122.0,668.0,1911.0,1777.0,5596.0,0.0817692922399084,0.0418349495691237,0.1623291073626919,0.0338005658625083,0.0775145245243083,0.2250707328135461,0.0305176994017407,0.1322217662685471,0.014427334182847,0.0412734066218872,0.0383793006630526,0.1208613204898382,0.0,0.0
