isin,words_pos,words_neg,words_uncertain,words_complex,chars,words,fog,flesch,difficult_words,smog,nums,tables,imgsize,year_x,start,end,Sustainability_Page_Count,company,country,auditor,SASB_industry,market_cap_2024,Market_Cap_Cat,words_pos_500,words_neg_500,nums_500,tables_500,imgsize_500,year_y,affected,biodiversity,climate,conduct,consumers,governance,oth,ownworkforce,pollution,waste,water,workersvalchain,total_weighted,affected_pct,biodiversity_pct,climate_pct,conduct_pct,consumers_pct,governance_pct,oth_pct,ownworkforce_pct,pollution_pct,waste_pct,water_pct,workersvalchain_pct
DE000LEG1110,394.0,457.0,387.0,36.0,247439.0,37704.0,1256.0,1180.94,9066.0,1259.1,1571.0,72.0,0.4265622739431759,143704.0,8591.0,13561.0,71.0,LEG Immobilien,Germany,Deloitte,Real Estate,6306043571.6,3.0,5.224909823891364,6.060364948016126,20.83333333333333,0.9548058561425844,0.005656724405145,2024.0,1001.2040694355964,849.9402688741684,3686.5653623640537,2077.609598249197,2546.6027110517025,20140.80809441209,0.0,0.0,0.0,0.0,0.0,0.0,30302.730104386806,0.0330400616045699,0.0280483067349474,0.1216578621683451,0.0685617959534421,0.0840387219989475,0.6646532515397476,0.0,0.0,0.0,0.0,0.0,0.0
DE000PAG9113,770.0,1018.0,687.0,123.0,748060.0,114713.0,1517.17,1439.23,23506.0,1623.6,2188.0,128.0,2.5883637965034216,180136.0,7565.0,15397.0,89.0,Porsche,Germany,EY,Automobiles,55093985824.0,5.0,3.356201999773348,4.437160565934114,9.536844124031278,0.5579140986636214,0.0112819113635918,2024.0,3467.9427487254143,3254.550595372916,6705.014051258564,3614.4657020270815,6156.143684625626,36371.27765980363,0.0,0.0,0.0,0.0,0.0,0.0,59569.39444181323,0.0582168541617938,0.0546346093639062,0.1125580361205107,0.0606765560720556,0.1033440702614306,0.6105698740203028,0.0,0.0,0.0,0.0,0.0,0.0
DE000PSM7770,412.0,520.0,293.0,121.0,319913.0,48040.0,1626.8,930.42,11844.0,1537.9,1580.0,56.0,1.1129915815488003,176088.0,11745.0,19227.0,87.0,ProSiebenSat.1 Media,Germany,PwC,Media & Entertainment,1164017726.1,1.0,4.288093255620317,5.4121565362198165,16.444629475437136,0.5828476269775188,0.0115840089669941,2024.0,1917.0721459388733,1616.6357172429562,3051.4598918557167,3245.1936272382736,5005.03597125411,26499.321208953857,0.0,0.0,0.0,0.0,0.0,0.0,41334.71856248379,0.0463792233891933,0.0391108437039231,0.0738231684641318,0.0785101178887347,0.1210855219369215,0.6410911246170953,0.0,0.0,0.0,0.0,0.0,0.0
DE000RENK730,395.0,550.0,373.0,79.0,230918.0,36754.0,1357.27,1142.16,8595.0,1296.0,1286.0,6.0,0.0,143704.0,5396.0,10366.0,71.0,RENK Group,Germany,PwC,Industrial Machinery & Goods,1897935680.0,2.0,5.373564782064538,7.482178810469609,17.494694455025304,0.0816237688414866,0.0,2024.0,1470.7482007145882,617.0859414935112,1531.7370440661907,2338.709024220705,2669.706284970045,19858.387899249792,0.0,0.0,0.0,0.0,0.0,0.0,28486.374394714832,0.0516298838292127,0.0216624949508492,0.0537708668306479,0.082099216692687,0.0937187108467325,0.6971188268498705,0.0,0.0,0.0,0.0,0.0,0.0
DE000TLX1005,1037.0,1102.0,951.0,179.0,540031.0,82716.0,2429.36,376.94,18179.0,2050.3,3021.0,32.0,0.020339063665464,212520.0,9240.0,20160.0,105.0,Talanx,Germany,PwC,Insurance,21960227219.0,4.0,6.268436578171092,6.661347260505828,18.261279558972877,0.1934329513032545,0.0001229451597361,2024.0,2834.894237846136,1385.163619786501,6304.716155707836,2839.253309816122,4366.667477011681,43434.05715101957,0.0,0.0,0.0,0.0,0.0,0.0,61164.75195118785,0.0463484956189883,0.0226464356610474,0.103077605231511,0.0464197633316974,0.0713918938230383,0.7101158063337174,0.0,0.0,0.0,0.0,0.0,0.0
DE000UNSE026,713.0,1080.0,704.0,129.0,526530.0,79528.0,3180.38,1754.02,19737.0,2706.9,2498.0,42.0,0.0,321816.0,16377.0,41499.0,159.0,Uniper,Germany,PwC,Electric Utilities & Power Generators,16883256926.0,4.0,4.482697917714515,6.790061362036012,15.705160446635146,0.264057941856956,0.0,2024.0,3160.6416085362434,2503.389507740736,11181.29753997922,3697.88821619749,3440.8720630407333,18402.390301138163,0.0,0.0,0.0,0.0,0.0,0.0,42386.479236632586,0.074567212598414,0.0590610391055357,0.2637939678253759,0.0872421650204337,0.0811785296870553,0.4341570857631852,0.0,0.0,0.0,0.0,0.0,0.0
DE000WCH8881,529.0,768.0,449.0,113.0,318203.0,47654.0,2573.02,-106.00000000000006,12522.0,1790.1,1142.0,0.0,1.6733369454832574,218592.0,13176.0,24732.0,108.0,WACKER Chemie,Germany,PwC,Chemicals,3601922426.0,2.0,5.550425987325303,8.058085365341839,11.98220506148487,0.0,0.0175571509787557,2024.0,1735.6163534522057,882.6324421167374,3739.030111402273,2020.4788532555103,3703.481594324112,15935.854677975178,0.0,0.0,0.0,0.0,0.0,0.0,28017.094032526016,0.0619484787193585,0.0315033543840078,0.1334553150680618,0.072115932184468,0.132186499785617,0.5687904198584868,0.0,0.0,0.0,0.0,0.0,0.0
DE000ZAL1111,821.0,824.0,493.0,94.0,397991.0,59446.0,2696.86,933.09,16267.0,2244.2,2540.0,139.0,0.011049045776447,265144.0,20698.0,37728.0,131.0,Zalando,Germany,KPMG,E-Commerce,8690984097.1,3.0,6.905426773878815,6.930659758436228,21.36392692527672,1.1691282844934898,9.293346715041384e-05,2024.0,1885.640348166228,1874.7598406374448,2610.222219079733,2481.842951476574,6784.202770352364,21978.657010614872,0.0,0.0,0.0,0.0,0.0,0.0,37615.325140327215,0.0501295772702132,0.0498403199664895,0.0693925204512276,0.0659795692903848,0.1803574140338628,0.584300598987822,0.0,0.0,0.0,0.0,0.0,0.0
DK000954829,413.0,350.0,522.0,37.0,321858.0,61028.0,2977.63,-861.22,10120.0,1634.3,3710.0,45.0,7.396759476676479,200376.0,2970.0,12672.0,99.0,Nykredit,Denmark,EY,Commercial Banks,,,3.3836927312053486,2.8675362128858883,30.39588385659042,0.3686832273710428,0.0606013590210762,2024.0,2063.729132503271,741.074637234211,3374.204795718193,1839.5097501277924,5221.948416143656,19654.008051872253,0.0,0.0,0.0,0.0,0.0,0.0,32894.47478359938,0.0627378654342343,0.0225288484497614,0.1025766429747196,0.0559215419072427,0.158748496533139,0.5974866047009028,0.0,0.0,0.0,0.0,0.0,0.0
DK0010181759,462.0,589.0,414.0,102.0,289601.0,44209.0,1503.57,-231.8,10382.0,1072.2,1508.0,72.0,10.621406346768971,119416.0,3068.0,6490.0,59.0,Carlsberg,Denmark,PwC,Alcoholic Beverages,9424061686.2,3.0,5.22518039313262,6.661539505530548,17.055350720441538,0.8143138275011875,0.1201271952178173,2024.0,2399.233681976795,805.080954760313,3082.344797611237,1054.703441977501,3013.096428364516,14257.24954137206,0.0,0.0,0.0,0.0,0.0,0.0,24611.70884606242,0.0974834253477951,0.0327112985041311,0.1252389591023613,0.0428537265971371,0.1224253239468406,0.5792872665017346,0.0,0.0,0.0,0.0,0.0,0.0
DK0010201102,441.0,620.0,294.0,42.0,271555.0,40945.0,2599.01,-758.22,10799.0,1659.2,1568.0,82.0,10.891592706969334,196328.0,3395.0,12707.0,97.0,Copenhagen Airport,Denmark,Deloitte,Professional & Commercial Services,6668031055.6,3.0,5.385272927097326,7.571132006349981,19.147637074123825,1.0013432653559653,0.1330027195868767,2024.0,1193.2372266948223,1136.7456415593624,2616.339830428362,543.2304115593433,2278.689299941063,7619.71953484416,0.0,0.0,0.0,0.0,0.0,0.0,15387.961945027111,0.0775435519633864,0.0738723975026934,0.1700251040245051,0.0353022975687107,0.148082592618931,0.4951740563217733,0.0,0.0,0.0,0.0,0.0,0.0
DK0010219153,368.0,576.0,351.0,59.0,231713.0,34297.0,1824.25,52.57000000000003,9122.0,1332.2,1307.0,59.0,7.9973092698099455,161920.0,3440.0,9760.0,80.0,Rockwool,Denmark,PwC,Building Products & Furnishings,3994072502.7,2.0,5.364900720179608,8.397235909846342,19.05414467737703,0.860133539376622,0.1165890496225609,2024.0,1902.4124855697155,328.67178735136986,2865.090412557125,1025.7210603654385,1667.887876600027,7347.577125608921,0.0,0.0,0.0,0.0,0.0,0.0,15137.360748052595,0.1256766299775513,0.0217126216928967,0.1892727840899025,0.0677608915740081,0.1101835322788749,0.4853935403867664,0.0,0.0,0.0,0.0,0.0,0.0
DK0010234467,396.0,550.0,263.0,74.0,203565.0,30660.0,1883.29,-610.6999999999999,8035.0,1073.8,1319.0,95.0,9.50910250332645,141680.0,4620.0,9450.0,70.0,FLSmidth,Denmark,EY,Engineering & Construction Services,2809078626.0,2.0,6.457925636007828,8.969341161121983,21.510110893672536,1.54924983692107,0.1550734263425709,2024.0,896.9734169244766,535.0669471621513,2544.381018340588,1354.6761996746063,2431.160971015692,10161.650104999542,0.0,0.0,0.0,0.0,0.0,0.0,17923.908658117056,0.0500434048194209,0.0298521353443653,0.1419545851785143,0.0755792849380051,0.1356378799617856,0.5669327097579087,0.0,0.0,0.0,0.0,0.0,0.0
DK0010244425,597.0,705.0,407.0,192.0,329308.0,50391.0,1510.32,1457.51,12590.0,1521.4,1758.0,148.0,8.935163589500315,167992.0,4399.0,11205.0,83.0,Mærsk,Denmark,PwC,Marine Transportation,15630691653.0,4.0,5.923676847056022,6.99529677918676,17.44359111746145,1.46851620329027,0.0886583277718274,2024.0,1706.2087918817997,1121.9283700287342,4016.533847421408,1474.9366095364094,2774.78629642725,12259.259780615568,0.0,0.0,0.0,0.0,0.0,0.0,23353.65369591117,0.073059608320754,0.0480408070033668,0.171987385773586,0.0631565676506818,0.1188159391484454,0.5249396921031657,0.0,0.0,0.0,0.0,0.0,0.0
DK0010255975,446.0,869.0,422.0,31.0,310261.0,48144.0,1288.38,991.93,11013.0,1122.6,1687.0,79.0,4.227981878723623,131560.0,2340.0,6500.0,65.0,MT Højgaard Holding,Denmark,EY,Engineering & Construction Services,310250183.54,1.0,4.631937520771021,9.02500830840811,17.520355599867067,0.8204553007643736,0.0439097486573988,2024.0,1365.9315246343613,1519.8832922577858,3033.004683703184,857.518204510212,2114.1093049943447,8758.962593734264,0.0,0.0,0.0,0.0,0.0,0.0,17649.409603834152,0.0773924768756925,0.0861152484062473,0.1718473734693253,0.0485862260414606,0.1197835708076646,0.4962751043996095,0.0,0.0,0.0,0.0,0.0,0.0
DK0010272202,504.0,386.0,303.0,158.0,213364.0,31723.0,1505.28,-685.54,8277.0,1110.7,1062.0,32.0,3.510165732455175,115368.0,4617.0,7809.0,57.0,Genmab,Denmark,Deloitte,Biotechnology & Pharmaceuticals,13165764953.0,4.0,7.943763200201746,6.083913879519591,16.738643886139396,0.5043659174731268,0.0553252487541401,2024.0,1209.811047077179,1634.2750909030435,1513.5396207273006,1815.092949271202,3358.608469218016,10417.192275971174,0.0,0.0,0.0,0.0,0.0,0.0,19948.519453167915,0.0606466585110433,0.0819246307847429,0.0758722783553214,0.0909888552647929,0.1683637964763672,0.5222037806077321,0.0,0.0,0.0,0.0,0.0,0.0
DK0010272632,341.0,608.0,288.0,69.0,247757.0,39341.0,1710.94,-45.29000000000005,8989.0,1117.5,1372.0,30.0,9.513634764580924,131560.0,2600.0,6760.0,65.0,GN Store Nord,Denmark,PwC,Medical Equipment & Supplies,2703808194.9,2.0,4.33390101929285,7.727307389237691,17.43727917439821,0.3812816146005439,0.1209124674586426,2024.0,1108.1588942408562,620.6866230666637,2642.3633409142494,1009.7876570522784,2833.295125037432,7683.817863374948,0.0,0.0,0.0,0.0,0.0,0.0,15898.109503686428,0.069703815663359,0.0390415365375826,0.1662061354088385,0.0635162096989035,0.1782158516633976,0.4833164510279185,0.0,0.0,0.0,0.0,0.0,0.0
DK0010274414,548.0,781.0,875.0,107.0,407196.0,63390.0,2178.06,-122.54999999999998,12141.0,1319.4,8302.0,228.0,2.390715092531398,170016.0,3276.0,10248.0,84.0,Danske Bank,Denmark,Deloitte,Commercial Banks,23580082283.0,4.0,4.3224483356996375,6.1602776463164535,65.48351474996056,1.7983909133932796,0.0188571942935115,2024.0,2426.512135833502,1128.173526018858,4344.035528331995,2533.770658761263,7420.885834395885,24267.060142993927,0.0,0.0,0.0,0.0,0.0,0.0,42120.43782633543,0.057608901071687,0.0267844681641337,0.103133674589107,0.0601553732467862,0.1761825426647403,0.5761350402635455,0.0,0.0,0.0,0.0,0.0,0.0
DK0010274844,253.0,336.0,225.0,11.0,159020.0,24447.0,1685.38,-1232.26,5417.0,773.2,1234.0,102.0,9.151209022693909,111320.0,2145.0,5115.0,55.0,Solar,Denmark,Deloitte,Solar Technology & Project Developers,266241858.14,1.0,5.174459033828282,6.872008835439932,25.238270544443083,2.086145539329979,0.1871642537467564,2024.0,694.4020229279995,887.868353754282,1931.110786288977,1030.7105999290943,1147.7179352641106,9487.11448380351,0.0,0.0,0.0,0.0,0.0,0.0,15178.924181967974,0.0457477759690587,0.058493496845385,0.1272231656959633,0.0679040614191578,0.075612600834225,0.6250188992362099,0.0,0.0,0.0,0.0,0.0,0.0
DK0010287663,256.0,390.0,210.0,40.0,177611.0,26659.0,1126.8,656.16,6804.0,1001.2,935.0,59.0,6.168493256464571,121440.0,3240.0,6780.0,60.0,NKT,Denmark,PwC,Electrical & Electronic Equipment,3833499495.9,2.0,4.801380396864099,7.31460294834765,17.536291683859112,1.1065681383397727,0.1156925101553803,2024.0,873.201222628355,930.2310541272165,3575.8839661479,1010.6646771430968,1572.3042832612991,8632.557458430529,0.0,0.0,0.0,0.0,0.0,0.0,16594.842661738396,0.0526188310686208,0.0560554307798281,0.2154816432452579,0.0609023356077558,0.0947465616463152,0.5201951976522219,0.0,0.0,0.0,0.0,0.0,0.0
DK0015998017,330.0,503.0,384.0,65.0,225996.0,33831.0,2186.69,-1442.77,9408.0,1179.1,878.0,53.0,7.937283425555536,145728.0,2880.0,7992.0,72.0,Bavarian Nordic,Denmark,KPMG,Biotechnology & Pharmaceuticals,2068627799.2,2.0,4.877183648133369,7.434010227306316,12.976264372912416,0.7833052525789955,0.1173078452536953,2024.0,1037.4179528653622,650.7076023817062,1638.110943317413,1384.9131859838965,2804.97035703063,8454.18144568801,0.0,0.0,0.0,0.0,0.0,0.0,15970.301487267016,0.0649591965244041,0.0407448539966831,0.1025723242997926,0.0867180364182902,0.1756366565319389,0.5293689322288909,0.0,0.0,0.0,0.0,0.0,0.0
DK0030521927,610.0,526.0,321.0,81.0,300871.0,44154.0,2052.86,-636.28,10909.0,1720.5,1964.0,181.0,6.68130404725979,188232.0,4464.0,13020.0,93.0,European Energy,Denmark,KPMG,Wind Technology & Project Developers,,,6.907641436789418,5.95642523893645,22.24034062599085,2.0496444263260405,0.0756591027682632,2024.0,1838.534061938524,1514.3193447887895,5291.609645754099,1500.1188530623913,1031.639385342598,21257.514217168093,0.0,0.0,0.0,0.0,0.0,0.0,32433.73550805449,0.0566858560427598,0.0466896372270387,0.1631514089531869,0.0462518063233837,0.0318076030769383,0.6554136883766924,0.0,0.0,0.0,0.0,0.0,0.0
DK0060036564,315.0,369.0,215.0,29.0,234653.0,37116.0,1337.33,466.63,7861.0,886.0,1200.0,49.0,3.1052195404442453,121440.0,3120.0,6660.0,60.0,Spar Nord Bank,Denmark,Deloitte,Commercial Banks,3271396683.0,2.0,4.243452958292919,4.97090203685742,16.16553507921112,0.6600926824011208,0.041831279508086,2024.0,2743.584730893373,664.1284829676151,2993.135745346546,2170.714421004057,5955.451302707195,19604.01969701052,0.0,0.0,0.0,0.0,0.0,0.0,34131.034379929304,0.0803838729396004,0.0194581997010367,0.0876954302652677,0.0635994326114107,0.1744878645169127,0.5743751999657717,0.0,0.0,0.0,0.0,0.0,0.0
DK0060079531,254.0,357.0,174.0,127.0,180154.0,27483.0,712.5,762.67,6750.0,759.1,1098.0,46.0,2.072396199564108,87032.0,1806.0,3612.0,43.0,DSV,Denmark,PwC,Air Freight & Logistics,49871925288.0,5.0,4.621038460138995,6.494924134919769,19.97598515445912,0.8368809809700541,0.0377032383576048,2024.0,1409.564620822668,938.0307005941868,3599.233961135149,844.9226103723049,1934.4252061843872,6643.375434070826,0.0,0.0,0.0,0.0,0.0,0.0,15369.552533179522,0.0917114937328022,0.0610317508313389,0.2341794891793489,0.0549737937098884,0.1258608669320973,0.4322426056145241,0.0,0.0,0.0,0.0,0.0,0.0
DK0060094928,803.0,986.0,566.0,153.0,398300.0,63001.0,2503.04,-332.3299999999999,14212.0,1618.6,2649.0,139.0,3.439371184242897,204424.0,5656.0,15756.0,101.0,Ørsted,Denmark,PwC,Electric Utilities & Power Generators,18914013440.0,4.0,6.372914715639435,7.825272614720402,21.02347581784416,1.1031570927445598,0.027296163427905,2024.0,3423.4019339084625,2206.117097735405,5239.393902659416,2396.7063386142254,1800.0937665998936,13205.196071594954,0.0,0.0,0.0,0.0,0.0,0.0,28270.90911111236,0.1210927430898512,0.0780348834579307,0.1853281011256898,0.0847764155441382,0.0636730060404154,0.4670948507419744,0.0,0.0,0.0,0.0,0.0,0.0
"DK0060252690,246,258,140,57,149431,22534,1696.08,-1255.64,5711,836.2,971,44,6.778765083861636,111320,2585.0,5555.0,55,Pandora,Denmark,EY,""Apparel, Accessories & Footwear"",14410929049.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
DK0060336014,382.0,357.0,224.0,52.0,171430.0,26093.0,1740.68,-269.06000000000006,6913.0,1033.5,950.0,25.0,4.58727263052516,141680.0,3500.0,8330.0,70.0,Novonesis,Denmark,EY,Biotechnology & Pharmaceuticals,23341806578.0,4.0,7.319970873414325,6.840915187981451,18.20411604644924,0.4790556854328747,0.0879023613713478,2024.0,880.3778896927834,705.0104358792305,1616.3255721330645,810.0354492366314,2164.671374797821,7060.387863874435,0.0,0.0,0.0,0.0,0.0,0.0,13236.808585613966,0.0665098300695831,0.0532613606459075,0.1221084041276928,0.0611956759816708,0.1635342356729725,0.5333904935021732,0.0,0.0,0.0,0.0,0.0,0.0
DK0060542181,391.0,563.0,260.0,130.0,223617.0,34759.0,1496.62,-566.9799999999999,8323.0,812.1,1136.0,44.0,5.049822918163149,105248.0,2652.0,5304.0,52.0,ISS,Denmark,PwC,Professional & Commercial Services,3216369421.1,2.0,5.62444259040824,8.098621939641532,16.341091515866395,0.6329296009666561,0.0726405091942108,2024.0,2148.753772765398,354.7855423092842,2079.3289647996426,1432.5916420221329,4788.847605258226,8932.122816681862,0.0,0.0,0.0,0.0,0.0,0.0,19736.430343836542,0.1088724625137913,0.0179761758397247,0.1053548655240481,0.0725861575302301,0.2426400074293945,0.4525703311628113,0.0,0.0,0.0,0.0,0.0,0.0
DK0060580512,354.0,489.0,296.0,57.0,195669.0,29995.0,1828.87,134.18999999999997,7752.0,1232.8,1096.0,59.0,5.058416544401752,151800.0,2625.0,8175.0,75.0,NNIT,Denmark,EY,Software & IT Services,319677868.88,1.0,5.900983497249541,8.15135855975996,18.2697116186031,0.9834972495415902,0.0843209959060135,2024.0,944.6561160087584,447.8663719892502,1537.741312265396,969.6444315612316,2971.8104188144207,6795.1118359565735,0.0,0.0,0.0,0.0,0.0,0.0,13666.83048659563,0.0691203506866696,0.0327703173335262,0.1125163082818365,0.0709487421031712,0.2174469363419089,0.4971973452528873,0.0,0.0,0.0,0.0,0.0,0.0
DK0060634707,318.0,432.0,272.0,48.0,211817.0,32289.0,1546.94,268.3,8850.0,1091.8,1094.0,41.0,8.79696219257116,141680.0,4970.0,9800.0,70.0,Royal Unibrew,Denmark,Deloitte,Alcoholic Beverages,3512861898.9,2.0,4.924277617764564,6.689584688283936,16.940753817089412,0.6348911393973179,0.1362222768213812,2024.0,1760.39082634449,1032.1957684457302,2147.906321644783,964.0587515830994,2996.449158757925,7866.921191424131,0.0,0.0,0.0,0.0,0.0,0.0,16767.92201820016,0.104985628179433,0.0615577629312307,0.1280961540322893,0.0574942291917087,0.1787012818586306,0.4691649438067075,0.0,0.0,0.0,0.0,0.0,0.0
DK0060636678,387.0,725.0,365.0,47.0,242826.0,36918.0,1610.35,762.1899999999999,9366.0,1326.7,1261.0,56.0,19.890863543754826,159896.0,4187.0,10349.0,79.0,Tryg,Denmark,PwC,Insurance,12896545380.0,4.0,5.241345685031692,9.81905845387074,17.078389945284144,0.7584376185058779,0.2693924852884071,2024.0,1310.1585797667503,498.0987215042114,1958.1768327653408,1480.964090406895,3220.012240111828,14500.712488800287,0.0,0.0,0.0,0.0,0.0,0.0,22968.122953355312,0.0570424750175483,0.0216865227740104,0.0852562848406068,0.0644791084327832,0.1401948364109323,0.6313407725241188,0.0,0.0,0.0,0.0,0.0,0.0
DK0060655629,387.0,533.0,344.0,44.0,238158.0,36553.0,1714.6,133.25000000000006,8923.0,1221.4,1438.0,76.0,3.9259078225427606,149776.0,4588.0,9990.0,74.0,DFDS,Denmark,PwC,Marine Transportation,1000748128.4,1.0,5.293683145022297,7.290783246245179,19.67006812026373,1.0395863540612262,0.0537015815739167,2024.0,1000.03260409832,1265.5453153550625,3873.401049107313,2125.783270329237,3262.274248421192,9550.163253128529,0.0,0.0,0.0,0.0,0.0,0.0,21077.199740439653,0.0474461795880604,0.0600433326504436,0.1837720900692341,0.1008570064575805,0.1547774034784159,0.4531039877562653,0.0,0.0,0.0,0.0,0.0,0.0
DK0060738599,375.0,348.0,240.0,81.0,180982.0,28335.0,1964.43,-792.56,6909.0,884.6,1316.0,78.0,8.131908257900061,133584.0,3432.0,7722.0,66.0,Demant,Denmark,PwC,Medical Equipment & Supplies,7813127923.0,3.0,6.617257808364213,6.14081524616199,23.22216340215281,1.3763896241397564,0.1434958224439749,2024.0,1379.9732630848885,508.3758053779602,1652.3961046040058,887.9825337231159,2706.7843557596207,7448.271261036396,0.0,0.0,0.0,0.0,0.0,0.0,14583.783323585987,0.0946238182826737,0.0348589796007032,0.1133036653069047,0.0608883520839893,0.1856023430752708,0.510722841650458,0.0,0.0,0.0,0.0,0.0,0.0
DK0060854669,462.0,417.0,333.0,43.0,313083.0,55359.0,2466.23,872.6400000000001,8896.0,1756.4,11024.0,140.0,0.9851127373429778,200376.0,5247.0,14949.0,99.0,Ringkjøbing Landbobank,Denmark,PwC,Commercial Banks,4258268801.5,2.0,4.172763236330136,3.766325258765512,99.5682725482758,1.264473707978829,0.0088974939697517,2024.0,2499.73672953248,660.9568028748035,2647.818019747734,1362.1694231033323,2665.183940589428,11795.648813813925,0.0,0.0,0.0,0.0,0.0,0.0,21631.513729661703,0.1155599539067289,0.0305552727902015,0.1224055816360635,0.0629715257159969,0.1232083881829711,0.545299277768038,0.0,0.0,0.0,0.0,0.0,0.0
DK0060907293,391.0,613.0,306.0,84.0,236057.0,35528.0,1658.22,-48.190000000000026,8638.0,1243.2,1547.0,133.0,4.386484898762387,143704.0,4331.0,9301.0,71.0,Nilfisk,Denmark,Deloitte,Industrial Machinery & Goods,393165577.58,1.0,5.502702094122945,8.626998423778428,21.771560459356003,1.871763116415222,0.0617327867986149,2024.0,1411.1988986432552,520.7735680341721,2155.5866418778896,833.0585815906525,3213.4172834157944,9740.946781635284,0.0,0.0,0.0,0.0,0.0,0.0,17874.98175519705,0.0789482707154628,0.0291342153612414,0.1205923827727077,0.0466047234620782,0.1797717797659576,0.5449486279225522,0.0,0.0,0.0,0.0,0.0,0.0
DK0060952919,273.0,594.0,192.0,61.0,239276.0,35853.0,2754.8,-1642.89,9697.0,1486.6,1266.0,98.0,11.728177755458791,188232.0,5766.0,14322.0,93.0,Netcompany,Denmark,EY,Internet Media & Services,2223855537.4,2.0,3.807212785540959,8.28382562128692,17.655426324156974,1.3666917691685494,0.1635592245482775,2024.0,970.3815698623656,741.0058026313782,1508.217679947615,1153.2466076910496,3129.983893483877,12025.072353810072,0.0,0.0,0.0,0.0,0.0,0.0,19527.90790742636,0.0496920394372268,0.0379459902281481,0.0772339611133688,0.0590563317462428,0.1602826021262401,0.615789075348773,0.0,0.0,0.0,0.0,0.0,0.0
DK0061539921,808.0,931.0,600.0,147.0,398136.0,60610.0,1497.55,917.44,14485.0,1344.0,1613.0,33.0,7.928247664566199,165968.0,4182.0,10824.0,82.0,Vestas,Denmark,Deloitte,Wind Technology & Project Developers,13694912766.0,4.0,6.66556673816202,7.6802507836990594,13.306385084969476,0.2722323049001814,0.065403791986192,2024.0,3202.420913249254,1508.1338086128235,4375.633477509022,1973.052090615034,3026.627948462963,12748.09522113204,0.0,0.0,0.0,0.0,0.0,0.0,26833.963459581137,0.1193420762487407,0.0562024246207408,0.1630632569094704,0.0735281649163366,0.1127909394757075,0.4750731378290038,0.0,0.0,0.0,0.0,0.0,0.0
DK0061802139,297.0,529.0,282.0,52.0,194846.0,29754.0,1927.4,-556.9,7474.0,1203.8,1459.0,55.0,4.389749255977294,141680.0,2520.0,7350.0,70.0,ALK,Denmark,PwC,Biotechnology & Pharmaceuticals,4442832543.7,2.0,4.99092558983666,8.889561067419507,24.51771190428177,0.9242454795993816,0.0737673801165774,2024.0,1339.0356039702892,808.6980692446232,1392.277279347181,689.8477445542812,1990.573858201504,7193.825292855501,0.0,0.0,0.0,0.0,0.0,0.0,13414.25784817338,0.0998218178840677,0.060286456276427,0.1037908541124969,0.051426456264833,0.1483923956682076,0.5362820197939676,0.0,0.0,0.0,0.0,0.0,0.0
DK0061804697,391.0,678.0,296.0,118.0,283121.0,42681.0,1851.44,298.94,11146.0,1453.2,1557.0,66.0,3.348239958893551,174064.0,5074.0,12384.0,86.0,Lundbeck,Denmark,PwC,Biotechnology & Pharmaceuticals,4596244495.1,2.0,4.580492490803871,7.942644267941239,18.23996626133409,0.7731777605960498,0.0392240102023564,2024.0,1653.9689823687077,909.708620160818,1943.819118708372,1132.2218131422997,3267.778730005026,11782.549000412226,0.0,0.0,0.0,0.0,0.0,0.0,20690.04626479745,0.0799403230519987,0.0439684188482757,0.093949481496116,0.0547230198836572,0.1579396531154647,0.5694791036044875,0.0,0.0,0.0,0.0,0.0,0.0
DK0062498333,457.0,722.0,282.0,162.0,281764.0,42786.0,953.57,742.6,10034.0,989.8,2136.0,104.0,3.182586146934603,109296.0,2484.0,5346.0,54.0,Novo Nordisk,Denmark,Deloitte,Biotechnology & Pharmaceuticals,291689771076.0,5.0,5.340531949703173,8.437339316598887,24.961435983733,1.2153508156873742,0.0371919102853106,2024.0,1571.014959871769,1206.287732869387,1654.6195855736732,1310.502925425768,2930.543823093176,7586.845773220062,0.0,0.0,0.0,0.0,0.0,0.0,16259.814800053837,0.0966194867032905,0.0741882824437454,0.1017612811658958,0.0805976538811148,0.1802323002524895,0.4666009955534636,0.0,0.0,0.0,0.0,0.0,0.0
EE0000001105,437.0,449.0,367.0,37.0,224829.0,34912.0,1136.5,824.99,9017.0,1077.8,1431.0,121.0,0.3466105181657903,117392.0,1972.0,5278.0,58.0,TKM Grupp,Estonia,PwC,Food Retailers & Distributors,399282358.44,1.0,6.258593033913841,6.430453712190651,20.494385884509622,1.732928505957837,0.0049640598958207,2024.0,801.9374154210091,439.8874313533306,1945.575374811888,1501.5576567053797,2393.1844958364964,8880.797210931778,0.0,0.0,0.0,0.0,0.0,0.0,15962.93958505988,0.0502374522654688,0.0275567935974043,0.1218807704210571,0.0940652345831544,0.1499212900659186,0.5563384590669967,0.0,0.0,0.0,0.0,0.0,0.0
