isin,words_pos,words_neg,words_uncertain,words_complex,chars,words,fog,flesch,difficult_words,smog,nums,tables,imgsize,year,start,end,Sustainability_Page_Count,company,country,auditor,SASB_industry,market_cap_2024,Market_Cap_Cat,words_pos_500,words_neg_500,nums_500,tables_500,imgsize_500
DE000PAG9113,770.0,1018.0,687.0,123.0,748060.0,114713.0,1517.17,1439.23,23506.0,1623.6,2188.0,128.0,2.5883637965034216,180136.0,7565.0,15397.0,89.0,Porsche,Germany,EY,Automobiles,55093985824.0,5.0,3.3562019997733477,4.437160565934114,9.536844124031278,0.5579140986636214,0.011281911363591841
DE000PSM7770,412.0,520.0,293.0,121.0,319913.0,48040.0,1626.8,930.42,11844.0,1537.9,1580.0,56.0,1.1129915815488003,176088.0,11745.0,19227.0,87.0,ProSiebenSat.1 Media,Germany,PwC,Media & Entertainment,1164017726.1,1.0,4.288093255620317,5.4121565362198165,16.444629475437136,0.5828476269775188,0.011584008966994176
DE000RENK730,395.0,550.0,373.0,79.0,230918.0,36754.0,1357.27,1142.16,8595.0,1296.0,1286.0,6.0,0.0,143704.0,5396.0,10366.0,71.0,RENK Group,Germany,PwC,Industrial Machinery & Goods,1897935680.0,2.0,5.373564782064538,7.482178810469609,17.494694455025304,0.08162376884148664,0.0
DE000TLX1005,1037.0,1102.0,951.0,179.0,540031.0,82716.0,2429.36,376.94,18179.0,2050.3,3021.0,32.0,0.020339063665464,212520.0,9240.0,20160.0,105.0,Talanx,Germany,PwC,Insurance,21960227219.0,4.0,6.268436578171092,6.661347260505828,18.261279558972873,0.19343295130325452,0.00012294515973610912
DE000UNSE026,713.0,1080.0,704.0,129.0,526530.0,79528.0,3180.38,1754.02,19737.0,2706.9,2498.0,42.0,0.0,321816.0,16377.0,41499.0,159.0,Uniper,Germany,PwC,Electric Utilities & Power Generators,16883256926.0,4.0,4.482697917714515,6.790061362036012,15.705160446635146,0.264057941856956,0.0
DE000WCH8881,529.0,768.0,449.0,113.0,318203.0,47654.0,2573.02,-106.00000000000006,12522.0,1790.1,1142.0,0.0,1.6733369454832574,218592.0,13176.0,24732.0,108.0,WACKER Chemie,Germany,PwC,Chemicals,3601922426.0,2.0,5.550425987325303,8.058085365341839,11.98220506148487,0.0,0.017557150978755796
DE000ZAL1111,821.0,824.0,493.0,94.0,397991.0,59446.0,2696.86,933.09,16267.0,2244.2,2540.0,139.0,0.011049045776447,265144.0,20698.0,37728.0,131.0,Zalando,Germany,KPMG,E-Commerce,8690984097.1,3.0,6.905426773878815,6.930659758436228,21.363926925276722,1.1691282844934898,9.293346715041384e-05
DK000954829,413.0,350.0,522.0,37.0,321858.0,61028.0,2977.63,-861.22,10120.0,1634.3,3710.0,45.0,7.396759476676479,200376.0,2970.0,12672.0,99.0,Nykredit,Denmark,EY,Commercial Banks,,,3.3836927312053486,2.8675362128858883,30.39588385659042,0.3686832273710428,0.06060135902107622
DK0010181759,462.0,589.0,414.0,102.0,289601.0,44209.0,1503.57,-231.8,10382.0,1072.2,1508.0,72.0,10.621406346768971,119416.0,3068.0,6490.0,59.0,Carlsberg,Denmark,PwC,Alcoholic Beverages,9424061686.2,3.0,5.22518039313262,6.6615395055305475,17.055350720441538,0.8143138275011875,0.1201271952178173
DK0010201102,441.0,620.0,294.0,42.0,271555.0,40945.0,2599.01,-758.22,10799.0,1659.2,1568.0,82.0,10.891592706969334,196328.0,3395.0,12707.0,97.0,Copenhagen Airport,Denmark,Deloitte,Professional & Commercial Services,6668031055.6,3.0,5.385272927097326,7.571132006349981,19.147637074123825,1.0013432653559653,0.1330027195868767
DK0010219153,368.0,576.0,351.0,59.0,231713.0,34297.0,1824.25,52.57000000000003,9122.0,1332.2,1307.0,59.0,7.9973092698099455,161920.0,3440.0,9760.0,80.0,Rockwool,Denmark,PwC,Building Products & Furnishings,3994072502.7,2.0,5.364900720179608,8.397235909846342,19.05414467737703,0.860133539376622,0.11658904962256096
DK0010234467,396.0,550.0,263.0,74.0,203565.0,30660.0,1883.29,-610.6999999999999,8035.0,1073.8,1319.0,95.0,9.50910250332645,141680.0,4620.0,9450.0,70.0,FLSmidth,Denmark,EY,Engineering & Construction Services,2809078626.0,2.0,6.457925636007828,8.969341161121983,21.510110893672536,1.5492498369210699,0.15507342634257093
DK0010244425,597.0,705.0,407.0,192.0,329308.0,50391.0,1510.32,1457.51,12590.0,1521.4,1758.0,148.0,8.935163589500315,167992.0,4399.0,11205.0,83.0,Mærsk,Denmark,PwC,Marine Transportation,15630691653.0,4.0,5.923676847056022,6.99529677918676,17.44359111746145,1.46851620329027,0.08865832777182746
DK0010255975,446.0,869.0,422.0,31.0,310261.0,48144.0,1288.38,991.93,11013.0,1122.6,1687.0,79.0,4.227981878723623,131560.0,2340.0,6500.0,65.0,MT Højgaard Holding,Denmark,EY,Engineering & Construction Services,310250183.54,1.0,4.631937520771021,9.02500830840811,17.520355599867067,0.8204553007643736,0.043909748657398884
DK0010272202,504.0,386.0,303.0,158.0,213364.0,31723.0,1505.28,-685.54,8277.0,1110.7,1062.0,32.0,3.510165732455175,115368.0,4617.0,7809.0,57.0,Genmab,Denmark,Deloitte,Biotechnology & Pharmaceuticals,13165764953.0,4.0,7.943763200201746,6.083913879519591,16.738643886139396,0.5043659174731268,0.05532524875414013
DK0010272632,341.0,608.0,288.0,69.0,247757.0,39341.0,1710.94,-45.29000000000005,8989.0,1117.5,1372.0,30.0,9.513634764580924,131560.0,2600.0,6760.0,65.0,GN Store Nord,Denmark,PwC,Medical Equipment & Supplies,2703808194.9,2.0,4.33390101929285,7.727307389237691,17.43727917439821,0.38128161460054394,0.12091246745864269
DK0010274414,548.0,781.0,875.0,107.0,407196.0,63390.0,2178.06,-122.54999999999998,12141.0,1319.4,8302.0,228.0,2.390715092531398,170016.0,3276.0,10248.0,84.0,Danske Bank,Denmark,Deloitte,Commercial Banks,23580082283.0,4.0,4.3224483356996375,6.1602776463164535,65.48351474996056,1.7983909133932796,0.018857194293511577
DK0010274844,253.0,336.0,225.0,11.0,159020.0,24447.0,1685.38,-1232.26,5417.0,773.2,1234.0,102.0,9.151209022693909,111320.0,2145.0,5115.0,55.0,Solar,Denmark,Deloitte,Solar Technology & Project Developers,266241858.14,1.0,5.174459033828282,6.872008835439932,25.238270544443083,2.086145539329979,0.18716425374675644
DK0010287663,256.0,390.0,210.0,40.0,177611.0,26659.0,1126.8,656.16,6804.0,1001.2,935.0,59.0,6.168493256464571,121440.0,3240.0,6780.0,60.0,NKT,Denmark,PwC,Electrical & Electronic Equipment,3833499495.9,2.0,4.801380396864099,7.31460294834765,17.536291683859112,1.1065681383397727,0.11569251015538039
DK0015998017,330.0,503.0,384.0,65.0,225996.0,33831.0,2186.69,-1442.77,9408.0,1179.1,878.0,53.0,7.937283425555536,145728.0,2880.0,7992.0,72.0,Bavarian Nordic,Denmark,KPMG,Biotechnology & Pharmaceuticals,2068627799.2,2.0,4.877183648133369,7.434010227306316,12.976264372912416,0.7833052525789955,0.11730784525369535
DK0030521927,610.0,526.0,321.0,81.0,300871.0,44154.0,2052.86,-636.28,10909.0,1720.5,1964.0,181.0,6.68130404725979,188232.0,4464.0,13020.0,93.0,European Energy,Denmark,KPMG,Wind Technology & Project Developers,,,6.907641436789418,5.95642523893645,22.24034062599085,2.0496444263260405,0.07565910276826322
DK0060036564,315.0,369.0,215.0,29.0,234653.0,37116.0,1337.33,466.63,7861.0,886.0,1200.0,49.0,3.1052195404442453,121440.0,3120.0,6660.0,60.0,Spar Nord Bank,Denmark,Deloitte,Commercial Banks,3271396683.0,2.0,4.243452958292919,4.97090203685742,16.16553507921112,0.6600926824011208,0.04183127950808607
DK0060079531,254.0,357.0,174.0,127.0,180154.0,27483.0,712.5,762.67,6750.0,759.1,1098.0,46.0,2.072396199564108,87032.0,1806.0,3612.0,43.0,DSV,Denmark,PwC,Air Freight & Logistics,49871925288.0,5.0,4.621038460138995,6.494924134919769,19.97598515445912,0.8368809809700541,0.03770323835760484
DK0060094928,803.0,986.0,566.0,153.0,398300.0,63001.0,2503.04,-332.3299999999999,14212.0,1618.6,2649.0,139.0,3.439371184242897,204424.0,5656.0,15756.0,101.0,Ørsted,Denmark,PwC,Electric Utilities & Power Generators,18914013440.0,4.0,6.372914715639435,7.825272614720402,21.02347581784416,1.1031570927445598,0.027296163427905088
"DK0060252690,246,258,140,57,149431,22534,1696.08,-1255.64,5711,836.2,971,44,6.778765083861636,111320,2585.0,5555.0,55,Pandora,Denmark,EY,""Apparel, Accessories & Footwear"",14410929049.0,4.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK0060336014,382.0,357.0,224.0,52.0,171430.0,26093.0,1740.68,-269.06000000000006,6913.0,1033.5,950.0,25.0,4.58727263052516,141680.0,3500.0,8330.0,70.0,Novonesis,Denmark,EY,Biotechnology & Pharmaceuticals,23341806578.0,4.0,7.319970873414325,6.840915187981451,18.20411604644924,0.47905568543287474,0.08790236137134787
DK0060542181,391.0,563.0,260.0,130.0,223617.0,34759.0,1496.62,-566.9799999999999,8323.0,812.1,1136.0,44.0,5.049822918163149,105248.0,2652.0,5304.0,52.0,ISS,Denmark,PwC,Professional & Commercial Services,3216369421.1,2.0,5.62444259040824,8.098621939641532,16.341091515866395,0.6329296009666561,0.07264050919421083
DK0060580512,354.0,489.0,296.0,57.0,195669.0,29995.0,1828.87,134.18999999999997,7752.0,1232.8,1096.0,59.0,5.058416544401752,151800.0,2625.0,8175.0,75.0,NNIT,Denmark,EY,Software & IT Services,319677868.88,1.0,5.900983497249541,8.15135855975996,18.2697116186031,0.9834972495415902,0.08432099590601354
DK0060634707,318.0,432.0,272.0,48.0,211817.0,32289.0,1546.94,268.3,8850.0,1091.8,1094.0,41.0,8.79696219257116,141680.0,4970.0,9800.0,70.0,Royal Unibrew,Denmark,Deloitte,Alcoholic Beverages,3512861898.9,2.0,4.924277617764564,6.689584688283936,16.940753817089412,0.6348911393973179,0.13622227682138127
DK0060636678,387.0,725.0,365.0,47.0,242826.0,36918.0,1610.35,762.1899999999999,9366.0,1326.7,1261.0,56.0,19.890863543754826,159896.0,4187.0,10349.0,79.0,Tryg,Denmark,PwC,Insurance,12896545380.0,4.0,5.241345685031692,9.81905845387074,17.078389945284144,0.7584376185058779,0.2693924852884071
DK0060655629,387.0,533.0,344.0,44.0,238158.0,36553.0,1714.6,133.25000000000006,8923.0,1221.4,1438.0,76.0,3.9259078225427606,149776.0,4588.0,9990.0,74.0,DFDS,Denmark,PwC,Marine Transportation,1000748128.4,1.0,5.293683145022297,7.290783246245179,19.67006812026373,1.0395863540612262,0.05370158157391679
DK0060738599,375.0,348.0,240.0,81.0,180982.0,28335.0,1964.43,-792.56,6909.0,884.6,1316.0,78.0,8.131908257900061,133584.0,3432.0,7722.0,66.0,Demant,Denmark,PwC,Medical Equipment & Supplies,7813127923.0,3.0,6.617257808364213,6.14081524616199,23.222163402152812,1.3763896241397564,0.14349582244397496
DK0060854669,462.0,417.0,333.0,43.0,313083.0,55359.0,2466.23,872.6400000000001,8896.0,1756.4,11024.0,140.0,0.9851127373429778,200376.0,5247.0,14949.0,99.0,Ringkjøbing Landbobank,Denmark,PwC,Commercial Banks,4258268801.5,2.0,4.172763236330136,3.7663252587655123,99.5682725482758,1.264473707978829,0.008897493969751782
DK0060907293,391.0,613.0,306.0,84.0,236057.0,35528.0,1658.22,-48.190000000000026,8638.0,1243.2,1547.0,133.0,4.386484898762387,143704.0,4331.0,9301.0,71.0,Nilfisk,Denmark,Deloitte,Industrial Machinery & Goods,393165577.58,1.0,5.502702094122945,8.626998423778428,21.771560459356003,1.871763116415222,0.06173278679861499
DK0060952919,273.0,594.0,192.0,61.0,239276.0,35853.0,2754.8,-1642.89,9697.0,1486.6,1266.0,98.0,11.728177755458791,188232.0,5766.0,14322.0,93.0,Netcompany,Denmark,EY,Internet Media & Services,2223855537.4,2.0,3.8072127855409588,8.28382562128692,17.655426324156974,1.3666917691685494,0.16355922454827757
DK0061539921,808.0,931.0,600.0,147.0,398136.0,60610.0,1497.55,917.44,14485.0,1344.0,1613.0,33.0,7.928247664566199,165968.0,4182.0,10824.0,82.0,Vestas,Denmark,Deloitte,Wind Technology & Project Developers,13694912766.0,4.0,6.66556673816202,7.6802507836990594,13.306385084969477,0.27223230490018147,0.06540379198619205
DK0061802139,297.0,529.0,282.0,52.0,194846.0,29754.0,1927.4,-556.9,7474.0,1203.8,1459.0,55.0,4.389749255977294,141680.0,2520.0,7350.0,70.0,ALK,Denmark,PwC,Biotechnology & Pharmaceuticals,4442832543.7,2.0,4.99092558983666,8.889561067419507,24.517711904281775,0.9242454795993815,0.07376738011657749
DK0061804697,391.0,678.0,296.0,118.0,283121.0,42681.0,1851.44,298.94,11146.0,1453.2,1557.0,66.0,3.348239958893551,174064.0,5074.0,12384.0,86.0,Lundbeck,Denmark,PwC,Biotechnology & Pharmaceuticals,4596244495.1,2.0,4.580492490803871,7.942644267941239,18.239966261334086,0.7731777605960498,0.039224010202356455
DK0062498333,457.0,722.0,282.0,162.0,281764.0,42786.0,953.57,742.6,10034.0,989.8,2136.0,104.0,3.182586146934603,109296.0,2484.0,5346.0,54.0,Novo Nordisk,Denmark,Deloitte,Biotechnology & Pharmaceuticals,291689771076.0,5.0,5.340531949703173,8.437339316598887,24.961435983732997,1.2153508156873742,0.037191910285310645
EE0000001105,437.0,449.0,367.0,37.0,224829.0,34912.0,1136.5,824.99,9017.0,1077.8,1431.0,121.0,0.3466105181657903,117392.0,1972.0,5278.0,58.0,TKM Grupp,Estonia,PwC,Food Retailers & Distributors,399282358.44,1.0,6.258593033913841,6.430453712190651,20.494385884509626,1.732928505957837,0.004964059895820783
ES0105046009,1918.0,1488.0,1201.0,208.0,1013836.0,155098.0,7423.61,1788.4,39602.0,5340.6,8694.0,760.0,8.995777946884546,613272.0,2121.0,93627.0,303.0,Aena,Spain,KPMG,Air Freight & Logistics,30652272000.0,5.0,6.183187404092895,4.79696707887916,28.027440714902834,2.4500638306103237,0.029000302862978715
ES0105066007,2080.0,1669.0,1224.0,332.0,853990.0,128016.0,6252.39,2491.35,35648.0,5191.7,7865.0,528.0,25.73289074815221,617320.0,27755.0,120475.0,305.0,Cellnex,Spain,Deloitte,Telecommunication Services,22283879674.0,4.0,8.123984501937258,6.518716410448694,30.71881639795026,2.0622422197225347,0.10050654116732367
ES0109067019,1092.0,1108.0,759.0,232.0,642441.0,93252.0,4273.72,1648.2,24630.0,3460.4,3281.0,329.0,11.744592457755685,425040.0,210.0,44100.0,210.0,Amadeus IT,Spain,EY,Software & IT Services,30817981666.0,5.0,5.855102303435851,5.940891348174838,17.59211598678849,1.7640372324454168,0.06297233548747311
ES0113211835,1783.0,1567.0,1542.0,516.0,1249490.0,200531.0,6744.75,1699.1,40945.0,6039.1,11676.0,302.0,9.265227811471645,688160.0,93500.0,208760.0,340.0,BBVA,Spain,EY,Commercial Banks,56326845972.0,5.0,4.445696675327007,3.907126578932933,29.112705766190764,0.7530007829213438,0.023101734423783965
ES0113900J37,1143.0,1182.0,1325.0,351.0,757963.0,116959.0,4240.84,2243.36,26338.0,3361.0,13175.0,453.0,6.491850745049326,433136.0,3852.0,49434.0,214.0,Banco Santander,Spain,PwC,Commercial Banks,69957922105.0,5.0,4.886327687480228,5.053052779179028,56.32315597773579,1.9365760651168358,0.027752677199058325
ES0125220311,42.0,50.0,74.0,153.0,1024304.0,159216.0,9676.65,6003.26,52101.0,7392.9,7339.0,317.0,8.795838364375065,888536.0,7463.0,199745.0,439.0,Acciona,Spain,KPMG,Engineering & Construction Services,6124368666.9,3.0,0.13189629182996684,0.1570193950356748,23.047306803336348,0.9955029645261783,0.027622344376115042
ES0127797019,1787.0,1950.0,1501.0,333.0,810916.0,118639.0,4670.87,-634.0500000000001,31744.0,4227.1,2825.0,509.0,2.598868854909078,423016.0,31559.0,75031.0,209.0,EDP Renováveis,Portugal,PwC,Electric Utilities & Power Generators,10807646328.0,3.0,7.531250263404108,8.218208177749307,11.905865693406048,2.145163057679178,0.01095284373144193
ES0130670112,1468.0,1531.0,1256.0,229.0,844643.0,126379.0,4721.61,3201.91,32553.0,4976.9,5399.0,143.0,8.236891357597669,536360.0,42665.0,112625.0,265.0,Endesa,Spain,KPMG,Electric Utilities & Power Generators,22759999681.0,4.0,5.807926949888826,6.0571772208990415,21.36035259022464,0.5657585516581077,0.03258805401845903
ES0130960018,1647.0,1608.0,1096.0,265.0,820944.0,121878.0,4594.72,253.7,30880.0,3843.9,5438.0,369.0,9.142783315289202,441232.0,4578.0,51884.0,218.0,Enagas,Spain,EY,Oil & Gas – Midstream,3184314951.0,2.0,6.756756756756757,6.59676069512135,22.309194440341983,1.5138088908580711,0.03750793135467107
ES0140609019,1578.0,1443.0,1545.0,334.0,864173.0,130655.0,7152.18,6401.64,34846.0,6799.4,5219.0,178.0,47.46401306309382,785312.0,66348.0,216504.0,388.0,Caixabank,Spain,PwC,Commercial Banks,,,6.0388044850943325,5.522176724962688,19.972446519459645,0.6811832689143164,0.1816387167084835
ES0144580Y14,1399.0,1403.0,1234.0,247.0,835299.0,122739.0,9015.58,1747.55,34382.0,7093.3,5612.0,249.0,31.89081292125889,835912.0,413.0,170569.0,413.0,Iberdrola,Spain,KPMG,Electric Utilities & Power Generators,85044235769.0,5.0,5.6990850503914805,5.715379789634916,22.861519158539664,1.0143475179038448,0.12991312020327234
"ES0148396007,1520,1574,1199,329,907992,136038,5858.47,4937.72,34964,4801.7,4398,168,16.754296746739172,599104,25456.0,112776.0,296,Inditex,Spain,EY,""Apparel, Accessories & Footwear"",133787737491.0,5.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES0161560018,2417.0,1535.0,1341.0,268.0,1059966.0,174837.0,7791.07,-1725.14,37098.0,5193.1,6203.0,426.0,30.643246905192903,603152.0,8046.0,96552.0,298.0,Minor Hotels Europe & Americas,Spain,PwC,Hotels & Lodging,2841190448.3,2.0,6.91215246200747,4.389803073720094,17.739380108329474,1.2182775957034266,0.0876337586014199
ES0171996087,1259.0,1203.0,814.0,274.0,666825.0,98656.0,5337.4,1706.2,26163.0,3897.7,9775.0,340.0,21.335824467339148,475640.0,44415.0,99405.0,235.0,Grifols,Spain,Deloitte,Biotechnology & Pharmaceuticals,6443480746.8,3.0,6.380757379176127,6.096942912747323,49.54082873824197,1.7231592604605903,0.10813242208957968
ES0173516115,1324.0,1380.0,1240.0,287.0,915958.0,138826.0,4042.46,1774.78,32756.0,3903.1,6166.0,322.0,4.362557191847051,412896.0,16932.0,58344.0,204.0,Repsol ,Spain,PwC,Oil & Gas – Exploration & Production,14003939125.0,4.0,4.768559203607394,4.97025052943973,22.207655626467666,1.1597251235359372,0.015712320429339788
ES0175438003,899.0,1127.0,722.0,180.0,542944.0,91317.0,6446.81,-1304.31,19234.0,3449.8,12180.0,123.0,16.71393445851558,423016.0,46189.0,89661.0,209.0,Prosegur,Spain,EY,Professional & Commercial Services,,,4.92241313227548,6.1708115684921765,66.69075856631297,0.6734781037484806,0.09151600719754034
ES0177542018,489.0,560.0,336.0,165.0,313423.0,47573.0,1930.64,-746.91,11491.0,1267.5,2496.0,186.0,0.0905135866150662,139656.0,18216.0,22908.0,69.0,IAG,Spain,KPMG,Airlines,18338363990.0,4.0,5.139469867361739,5.885691463645345,26.23336766653354,1.9548903789964895,0.0009513125787218191
FI0009000202,293.0,483.0,285.0,35.0,254914.0,37748.0,1589.29,166.85000000000002,8390.0,1285.0,1447.0,38.0,0.3088375611176043,143704.0,5183.0,10153.0,71.0,Kesko,Finland,Deloitte,Food Retailers & Distributors,5100360367.1,3.0,3.8810003178976373,6.397689943838085,19.166578361767513,0.5033379251880895,0.004090780453502229
FI0009000277,657.0,663.0,435.0,74.0,297401.0,42732.0,2502.56,-2251.65,11730.0,1300.5,1274.0,65.0,5.290583101174051,159896.0,5767.0,11929.0,79.0,Tietoevry,Finland,Deloitte,Software & IT Services,2089536070.8,2.0,7.687447346251053,7.757652344846953,14.906861368529439,0.7605541514555837,0.06190422986490278
FI0009000400,531.0,605.0,484.0,107.0,314954.0,46344.0,2703.4,-915.96,11735.0,1695.9,1653.0,76.0,6.188929814795705,206448.0,2652.0,12954.0,102.0,Fiskars,Finland,EY,Appliance Manufacturing,1250541854.5,1.0,5.728896944588296,6.527274296564819,17.83402382185396,0.8199551182461592,0.06677164050142094
FI0009000459,502.0,743.0,528.0,147.0,331062.0,47646.0,2566.27,-2784.88,11861.0,1375.3,1671.0,36.0,1.1591109261553445,147752.0,2409.0,7665.0,73.0,Huhtamaki,Finland,KPMG,Containers & Packaging,3706762095.6,2.0,5.268018301641271,7.797086848843555,17.53557486462662,0.37778617302606726,0.01216378002513689
FI0009000665,791.0,1004.0,581.0,45.0,485528.0,76584.0,870.78,676.09,13066.0,901.0,4389.0,122.0,0.0,93104.0,644.0,2714.0,46.0,Metsä,Finland,KPMG,Pulp & Paper Products,1415076335.8,1.0,5.164264076047216,6.554893972631358,28.654810404261987,0.7965110205787109,0.0
FI0009000681,1009.0,890.0,567.0,104.0,429899.0,63562.0,3908.55,-4000.25,14985.0,1830.7,2685.0,114.0,5.088346646452786,212520.0,9030.0,19950.0,105.0,Nokia,Finland,Deloitte,Hardware,23775983834.0,4.0,7.937132248827917,7.00103835625059,21.121110097227906,0.896762216418615,0.04002664049630901
FI0009003727,382.0,355.0,311.0,101.0,223287.0,33938.0,740.25,934.8,7627.0,828.5,1208.0,64.0,0.3105972031942067,93104.0,4048.0,6118.0,46.0,Wärtsilä,Finland,PwC,Appliance Manufacturing,10433959625.0,3.0,5.627909717720549,5.230125523012552,17.797159526194825,0.9428958689374741,0.004575950309302355
FI0009004824,655.0,641.0,511.0,102.0,315952.0,46279.0,2121.77,-1228.79,11273.0,1322.9,1646.0,60.0,0.0,155848.0,6391.0,12243.0,77.0,Kemira,Finland,EY,Chemicals,3111554718.5,2.0,7.076643834136433,6.925387324704509,17.783443894639035,0.6482421832796732,0.0
FI0009005318,640.0,532.0,410.0,65.0,327681.0,48854.0,2655.79,-814.27,12641.0,1668.9,1533.0,72.0,7.167912900912503,206448.0,3774.0,14076.0,102.0,Nokian Tyres,Finland,EY,Auto Parts,1048439592.9,1.0,6.550128955663815,5.444794694395546,15.689605764113482,0.7368895075121792,0.07336055288116125
FI0009005870,794.0,731.0,631.0,122.0,403996.0,58173.0,2042.45,-327.7700000000001,13809.0,1689.9,1290.0,19.0,0.0,172040.0,4080.0,11220.0,85.0,Konecranes,Finland,EY,Industrial Machinery & Goods,5018233472.0,2.0,6.824471834012343,6.282983514688945,11.087617967098138,0.16330600106578652,0.0
FI0009005961,656.0,885.0,525.0,57.0,343090.0,51506.0,1418.92,-109.75999999999998,11829.0,1029.1,1740.0,49.0,58.01169118221102,119416.0,4071.0,7493.0,59.0,Stora Enso,Finland,PwC,Pulp & Paper Products,6166381548.0,3.0,6.368190113773153,8.591232089465304,16.891235972508056,0.4756727371568361,0.5631546924844777
FI0009005987,737.0,816.0,564.0,123.0,459305.0,71934.0,1371.7,226.92,14255.0,1069.3,2269.0,212.0,0.7712321304451876,123464.0,3843.0,7503.0,61.0,UPM,Finland,EY,Pulp & Paper Products,14663697712.0,4.0,5.122751411015654,5.671865877053967,15.771401562543444,1.473572997469903,0.005360692651911388
"FI0009006308,632,653,556,46,423199,65608,2024.84,256.18,12865,1721.4,3976,24,0.0,178112,1584.0,9240.0,88,HKFoods,Finland,EY,""Meat, Poultry & Dairy"",68069977.612,1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FI0009006548,270,318,239,24,229524,34070,1659.76,-1266.9,8341,974.9,684,83,6.439225419029957,105248,4264.0,6916.0,52,Atria,Finland,Deloitte,""Meat, Poultry & Dairy"",315053230.53,1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI0009007132,404.0,715.0,503.0,77.0,354655.0,52341.0,1121.31,1250.01,11712.0,1315.4,3174.0,100.0,0.0,149776.0,2516.0,7918.0,74.0,Fortum,Finland,Deloitte,Electric Utilities & Power Generators,12553383074.0,3.0,3.859307235245792,6.830209587130548,30.32039892245085,0.9552740681301465,0.0
FI0009007355,539.0,521.0,558.0,109.0,260555.0,37562.0,841.72,-849.6899999999999,8270.0,494.6,907.0,41.0,0.0,52624.0,130.0,780.0,26.0,Rapala VMC,Finland,Deloitte,Toys & Sporting Goods,77068309.49,1.0,7.17480432351845,6.935200468558651,12.073372024918802,0.5457643362973218,0.0
FI0009007884,448.0,663.0,336.0,58.0,289280.0,42450.0,1654.54,-510.73,10776.0,1098.9,1310.0,19.0,0.7999517094372743,133584.0,2442.0,6732.0,66.0,Elisa,Finland,EY,Telecommunication Services,6941135750.7,3.0,5.276796230859834,7.809187279151943,15.429917550058892,0.2237926972909305,0.009422281618813595
FI0009008650,535.0,537.0,430.0,87.0,275391.0,41018.0,1723.5,97.61,9882.0,1403.4,1393.0,26.0,7.351561816097797,159896.0,2449.0,8611.0,79.0,Etteplan,Finnland,KPMG,Industrial Machinery & Goods,261386674.94,1.0,6.521527134428787,6.545906675118241,16.9803500902043,0.31693402896289435,0.08961385021329413
FI0009013296,456.0,563.0,399.0,75.0,248621.0,37077.0,1359.25,-491.9,8777.0,892.1,1010.0,54.0,0.5041190564977753,101200.0,5000.0,7450.0,50.0,Neste,Finland,KPMG,Oil & Gas – Refining & Marketing,9642490250.0,3.0,6.1493648353426655,7.5923078997761415,13.620303692315991,0.7282142568168946,0.006798271927310399
FI0009013403,357.0,335.0,284.0,72.0,170356.0,26059.0,1658.65,-594.8299999999999,5655.0,723.8,1466.0,56.0,6.638977669429812,109296.0,54.0,2916.0,54.0,Kone,Finland,EY,Industrial Machinery & Goods,25179947667.0,4.0,6.849840745999463,6.427721708430868,28.128477685252694,1.0744848229018764,0.12738358473905007
FI0009014377,553.0,908.0,650.0,72.0,313818.0,45705.0,2434.62,-1905.06,11580.0,1414.4,843.0,69.0,0.0,165968.0,2050.0,8692.0,82.0,Orion,Finland,KPMG,Medical Equipment & Supplies,6222225786.8,3.0,6.049666338475003,9.933267695000547,9.222185756481785,0.7548408270429932,0.0
FI4000297767,932.0,827.0,1009.0,228.0,618781.0,102910.0,2333.27,1292.98,18487.0,2057.3,12693.0,162.0,1.9952378601567304,224664.0,9213.0,21423.0,111.0,Nordea,Finland,PwC,Commercial Banks,37958008850.0,5.0,4.528228549217763,4.018074045282286,61.67039160431445,0.787095520357594,0.009694091245538482
FI4000480215,548.0,572.0,449.0,21.0,316938.0,48142.0,16258.81,-37835.1,10524.0,344.8,1117.0,42.0,3.812404207196628,133584.0,1914.0,6204.0,66.0,Sitowise,Finland,KPMG,Engineering & Construction Services,113177668.84,1.0,5.691495991026546,5.9407585891736945,11.601096755431847,0.436209546757509,0.03959540741137289
FI4000513593,813.0,670.0,515.0,74.0,359267.0,51574.0,2500.3,-1239.81,13234.0,1730.9,1384.0,146.0,15.82179423628526,214544.0,7632.0,18762.0,106.0,Kempower,Finnland,EY,Electrical & Electronic Equipment,553883115.36,1.0,7.881878465893668,6.495520998952961,13.417613526195371,1.415441889324078,0.15338924881030425
FI4000519228,524.0,519.0,370.0,27.0,248070.0,35975.0,1987.07,-1193.64,9148.0,1262.8,778.0,47.0,0.0290258895857399,153824.0,1900.0,7600.0,76.0,WithSecure ,Finland,PwC,Software & IT Services,137934970.06,1.0,7.282835302293259,7.213342599027102,10.813064628214038,0.6532314107018763,0.00040341750640361223
FI4000552500,413.0,687.0,527.0,68.0,289400.0,43098.0,1271.62,1425.47,9297.0,1341.6,1517.0,56.0,1.0003025043604945,159896.0,4345.0,10507.0,79.0,Sampo,Finland,Deloitte,Insurance,21934150170.0,4.0,4.791405633672096,7.970207434219685,17.599424567265302,0.6496821198199453,0.011604975919537967
