isin,words_pos,words_neg,words_uncertain,words_complex,chars,words,fog,flesch,difficult_words,smog,nums,tables,imgsize,year,start,end,Sustainability_Page_Count,company,country,auditor,SASB_industry,market_cap_2024,Market_Cap_Cat,words_pos_500,words_neg_500,nums_500,tables_500,imgsize_500
NL0000313286,403.0,568.0,351.0,86.0,253494.0,38190.0,1805.64,-1432.35,9121.0,998.6,916.0,124.0,1.4183185247086387,113344.0,4368.0,7448.0,56.0,AMSTERDAM COMMODITIES,Netherlands,EY,Processed Foods,530423028.4,1.0,5.276250327310815,7.436501702016235,11.992668237758576,1.6234616391725583,0.01856923965316364
NL0000334118,573.0,307.0,213.0,60.0,164028.0,24085.0,614.84,576.7,6680.0,658.6999999999999,953.0,71.0,2.005720716928255,74888.0,2072.0,3404.0,37.0,ASM International,Netherlands,KPMG,Semiconductors,28401708276.0,4.0,11.895370562590823,6.3732613659954325,19.784097986298526,1.4739464396927549,0.04163837901034368
NL0000337319,736.0,885.0,769.0,67.0,413859.0,62848.0,1627.83,32.75999999999999,13694.0,1247.4,2798.0,116.0,9.53048855320218,141680.0,4200.0,9030.0,70.0,BAM,Netherlands,EY,Engineering & Construction Services,1145214588.1,1.0,5.855397148676171,7.04079684317719,22.26005600814664,0.9228615071283096,0.07582173301618332
NL0000360618,450.0,498.0,323.0,96.0,251772.0,38920.0,1649.76,1373.23,9536.0,1376.1,4563.0,50.0,2.6965737245200363,170016.0,6720.0,13692.0,84.0,SBM Offshore,Netherlands,Deloitte,Oil & Gas – Exploration & Production,3064791555.7,2.0,5.781089414182939,6.397738951695786,58.620246659815,0.6423432682425488,0.03464251958530365
NL0000379121,548.0,475.0,188.0,114.0,216661.0,32595.0,1137.96,635.35,8404.0,1118.3,1875.0,45.0,0.5160515534619055,121440.0,5400.0,8940.0,60.0,Randstad,Netherlands,Deloitte,Professional & Commercial Services,7380892390.9,3.0,8.406197269519865,7.286393618653168,28.762080073630926,0.6902899217671422,0.007916115254822909
NL0000395903,440.0,357.0,286.0,121.0,244393.0,36606.0,1168.26,740.08,8909.0,1133.4,1507.0,44.0,2.822888393236476,129536.0,5760.0,9792.0,64.0,Wolters Kluwer,Netherlands,Deloitte,Professional & Commercial Services,38915641099.0,5.0,6.009943725072392,4.876249795115554,20.584057258372944,0.6009943725072392,0.0385577281488892
NL0000852523,584.0,788.0,466.0,63.0,311401.0,46800.0,1518.03,570.74,11644.0,1319.9,2019.0,136.0,2.0135306258268457,151800.0,6225.0,11775.0,75.0,TKH,Netherlands,EY,Software & IT Services,1375474697.2,1.0,6.239316239316239,8.418803418803419,21.57051282051282,1.4529914529914532,0.0215120793357569
NL0000888691,434.0,505.0,391.0,59.0,243370.0,36935.0,1429.58,-129.49000000000007,8691.0,1031.1,1727.0,61.0,0.0,119416.0,3599.0,7021.0,59.0,AMG Critical Materials,Netherlands,KPMG,Chemicals,464329748.38,1.0,5.875186137809665,6.83633410044673,23.378908894002976,0.8257750101529714,0.0
NL0006237562,572.0,530.0,433.0,147.0,317816.0,47309.0,2418.43,-268.4799999999999,12662.0,1632.6,957.0,72.0,3.36655672472297,222640.0,6710.0,18700.0,110.0,Arcadis,Netherlands,PwC,Engineering & Construction Services,5442481198.5,3.0,6.045361347735104,5.601471178845463,10.114354562556809,0.7609545752393837,0.035580510312234144
NL0009739416,1275.0,1433.0,574.0,136.0,562726.0,82268.0,2543.6,995.08,22087.0,2257.9,2004.0,73.0,0.0272566944293451,261096.0,30315.0,46827.0,129.0,PostNL,Netherlands,KPMG,Air Freight & Logistics,541616604.0,1.0,7.749064034618564,8.70934020518306,12.179705353235766,0.4436719015899256,0.000165657937651001
NL0010273215,1629.0,894.0,768.0,182.0,608504.0,99073.0,4546.43,-1566.7099999999998,21408.0,2835.5,2539.0,453.0,78.57831174094626,331936.0,27224.0,53956.0,164.0,ASML Holding,Netherlands,KPMG,Semiconductors,276317303223.0,5.0,8.2212106224703,4.5118246141733875,12.813783775599811,2.28619300919524,0.39656774167001235
NL0010773842,726.0,1064.0,900.0,178.0,500362.0,76421.0,1965.28,2339.83,17547.0,2187.4,2296.0,78.0,1.8032083346663268,248952.0,14760.0,29766.0,123.0,NN,Netherlands,KPMG,Insurance,11646624515.0,3.0,4.7500032713521145,6.9614373012653585,15.022048913256826,0.5103309299799793,0.011797858799716876
NL0010801007,608.0,711.0,594.0,138.0,395115.0,58758.0,3191.17,-2948.07,14122.0,1772.9,2317.0,45.0,1.1562063367572346,196328.0,12998.0,22310.0,97.0,IMCD,Netherlands,Deloitte,Chemicals,8774822231.5,3.0,5.173763572619898,6.0502399673235985,19.716464141053134,0.3829265802103543,0.009838714190044203
NL0010832176,367.0,603.0,363.0,88.0,219576.0,31774.0,1515.65,122.54000000000002,9167.0,1241.6,944.0,53.0,73.20779208873805,141680.0,21350.0,26180.0,70.0,Argenx,Netherlands,Deloitte,Biotechnology & Pharmaceuticals,37739845612.0,5.0,5.7751620822055765,9.488890287656574,14.85491282180399,0.8340152325800969,1.15200780652008
NL0011540547,849.0,853.0,1295.0,158.0,552850.0,87785.0,4456.53,-1447.65,19519.0,2636.0,5874.0,149.0,2.618627249185145,297528.0,31605.0,53067.0,147.0,ABN Amro,Netherlands,EY,Commercial Banks,12840717227.0,4.0,4.835678077120237,4.858461012701487,33.4567409010651,0.8486643504015493,0.01491500398237253
NL0011585146,841.0,679.0,525.0,75.0,429048.0,65013.0,2836.32,277.0899999999999,16905.0,2378.0,1798.0,208.0,2.1118112571796392,248952.0,20664.0,35670.0,123.0,Ferrari,Italy,Deloitte,Automobiles,103474822764.0,5.0,6.46793718179441,5.222032516573608,13.828003630043222,1.5996800639872024,0.016241453687567402
NL0011794037,750.0,1125.0,716.0,171.0,529551.0,85034.0,1996.45,2881.53,18167.0,2074.0,2700.0,65.0,31.418371280183443,250976.0,10416.0,25668.0,124.0,Royal Ahold Delhaize,Netherlands,KPMG,Food Retailers & Distributors,29677382936.0,4.0,4.410000705600113,6.615001058400169,15.876002540160405,0.3822000611520098,0.18474005268588706
NL0011821202,404.0,638.0,603.0,178.0,266105.0,40626.0,1115.26,816.28,10258.0,1001.8,1344.0,55.0,2.549069303358067,123464.0,5612.0,9272.0,61.0,ING,Netherlands,KPMG,Commercial Banks,48496034069.0,5.0,4.972185300054153,7.852114409491459,16.541131295229658,0.6769064146113327,0.03137238841330758
NL0011821392,862.0,666.0,558.0,87.0,382903.0,57321.0,2001.44,-292.32999999999987,14027.0,1579.1,2425.0,48.0,2.1005505560644773,170016.0,2856.0,9828.0,84.0,Signify,Netherlands,EY,Electrical & Electronic Equipment,2818586468.9,2.0,7.519059332530835,5.809389229078349,21.152806126899392,0.41869471921285395,0.018322696359662927
NL0011872643,1095.0,1282.0,836.0,176.0,574910.0,85681.0,1679.45,3267.07,19670.0,1991.7,3117.0,166.0,1.0076813234203406,259072.0,16896.0,33152.0,128.0,ASR Nederland,Netherlands,KPMG,Insurance,9900075158.4,3.0,6.389981442793618,7.481238547635999,18.189563613870053,0.9687095155285302,0.005880424618178713
NL0012044747,324.0,287.0,205.0,52.0,188568.0,28094.0,1589.39,972.67,7627.0,1211.1,1036.0,75.0,22.132358155585703,167992.0,3735.0,10541.0,83.0,Redcare Pharmacy,Netherlands,Forvis Mazars,Drug Retailers,2741086870.2,2.0,5.766355805510073,5.107852210436392,18.43810066206307,1.3348045846088132,0.39389830845706736
NL0012756316,451.0,442.0,472.0,62.0,195642.0,29165.0,1534.96,-709.25,8150.0,868.4,565.0,27.0,1.877962844806592,109296.0,4266.0,7128.0,54.0,NIBC Bank,Netherlands,EY,Commercial Banks,,,7.731870392593863,7.577575861477799,9.68626778673067,0.46288359334819135,0.03219548851031359
NL0012817175,321.0,531.0,251.0,35.0,187318.0,28845.0,990.54,-414.1,6303.0,555.5,891.0,17.0,4.7451176908474775,68816.0,646.0,1768.0,34.0,Alfen,Netherlands,PwC,Electrical & Electronic Equipment,270723699.88,1.0,5.564222568902756,9.204368174726989,15.444617784711388,0.2946784538048189,0.08225199672122513
NL0012969182,759.0,547.0,446.0,156.0,340560.0,53969.0,2403.86,-398.8800000000001,11995.0,1615.7,1659.0,55.0,10.73931657938792,192280.0,9025.0,17955.0,95.0,Adyen,Netherlands,PwC,E-Commerce,46836810042.0,5.0,7.031814560210491,5.067724063814412,15.36993459208064,0.5095517797253979,0.09949523411021068
NL0013332471,301.0,216.0,211.0,27.0,142806.0,21648.0,775.61,262.47,5384.0,678.0,920.0,40.0,1.2938267955795566,78936.0,2418.0,3900.0,39.0,TomTom,Netherlands,PwC,Internet Media & Services,635430472.34,1.0,6.952143385070214,4.988913525498892,21.24907612712491,0.9238728750923872,0.029883287037591386
NL0013995087,1079.0,1213.0,708.0,188.0,587669.0,89394.0,4545.76,2443.73,24089.0,3735.4,3606.0,162.0,3.185323089602239,435160.0,27735.0,73745.0,215.0,Cementir Holding,Netherlands,PwC,Construction Materials,1696879964.2,2.0,6.0350806541826065,6.784571671476832,20.169138868380426,0.9061010806094368,0.01781620181221468
NL00150000S7,380.0,250.0,209.0,41.0,147706.0,22271.0,623.36,443.75,5755.0,661.3,598.0,40.0,2.707463924167581,70840.0,2310.0,3500.0,35.0,Cabka,Netherlands,BDO,Containers & Packaging,53931429.102,1.0,8.53127385389071,5.6126801670333615,13.425530959543801,0.8980288267253379,0.060784516280534794
NL00150001Q9,682.0,927.0,634.0,173.0,369402.0,53517.0,2754.67,-976.81,15611.0,2001.6,1580.0,76.0,1.606820434640523,214544.0,17914.0,29044.0,106.0,Stellantis,Netherlands,Deloitte,Automobiles,37541939795.0,5.0,6.371807089336098,8.660799372162117,14.761664517816767,0.7100547489582749,0.01501224316236451
NL00150003E1,419.0,410.0,272.0,105.0,205968.0,30259.0,2031.46,-1616.18,8544.0,1070.4,1141.0,39.0,5.586294558906345,127512.0,2583.0,6489.0,63.0,Fugro,Netherlands,EY,Oil & Gas – Services,1926030371.2,2.0,6.923559932582042,6.774843848111305,18.853894709012195,0.6444363660398559,0.0923079837223032
NL0015000IY2,271.0,277.0,253.0,68.0,155088.0,22903.0,1377.27,-666.58,6123.0,1011.6,877.0,4.0,0.0,101200.0,5150.0,7600.0,50.0,Universal Music Group,Netherlands,EY,Media & Entertainment,46805525623.0,5.0,5.916255512378291,6.047242719294416,19.14596341090687,0.08732480461074969,0.0
NL0015000LU4,1096.0,1239.0,636.0,272.0,570377.0,85480.0,2312.1,1963.64,22540.0,2336.2,2765.0,67.0,2.2370782083599123,259072.0,1280.0,17536.0,128.0,Iveco,Netherlands,Deloitte,Automobiles,2555781974.0,2.0,6.410856340664482,7.247309312119794,16.17337388862892,0.39190453907346745,0.013085389613710295
NL0015001FS8,1505.0,1415.0,1100.0,397.0,662697.0,97894.0,2987.68,1003.58,25653.0,2529.0,5534.0,281.0,1.55369900162734,295504.0,6132.0,27302.0,146.0,Ferrovial,Spain,EY,Engineering & Construction Services,30336894191.0,4.0,7.6868858152695765,7.22720493595113,28.265266512758696,1.435225856538705,0.007935619147380533
NO0003053605,1019.0,818.0,815.0,92.0,555096.0,85342.0,4278.39,-2409.99,19056.0,2476.8,8301.0,150.0,4.400466202077316,277288.0,7809.0,26441.0,137.0,Storebrand,Norway,PwC,Insurance,4621340286.5,2.0,5.970096787045065,4.7924820135454995,48.633732511541794,0.8788169951489302,0.025781363233093414
NO0005052605,500.0,906.0,603.0,169.0,359004.0,53404.0,1098.11,1734.81,13190.0,1217.6,2595.0,86.0,8.217648241353984,147752.0,5183.0,10439.0,73.0,Norsk Hydro,Norway,KPMG,Metals & Mining,10861581057.0,3.0,4.681297281102538,8.482510673357801,24.295932888922177,0.8051831323496367,0.07693850873861494
NO0010063308,534.0,937.0,526.0,125.0,316752.0,47933.0,2197.5,-428.93,12174.0,1395.3,1486.0,125.0,8.31859550187673,170016.0,5796.0,12768.0,84.0,Telenor,Norway,EY,Telecommunication Services,15255407227.0,4.0,5.570275175766174,9.77405962489308,15.500803204472911,1.3039033651138048,0.08677315734334103
NO0010096985,877.0,1253.0,758.0,148.0,471994.0,70099.0,2259.01,114.95000000000002,17319.0,1810.8,1625.0,98.0,7.829340389442178,208472.0,8446.0,18952.0,103.0,Equinor,Norway,EY,Oil & Gas – Exploration & Production,63868636982.0,5.0,6.255438736643889,8.937360019401131,11.590750224682235,0.6990113981654517,0.05584487930956346
NO0010161896,760.0,930.0,914.0,132.0,799874.0,180946.0,5123.12,-2453.4,18547.0,2546.4,16006.0,195.0,0.0,297528.0,9114.0,30576.0,147.0,DNB Bank,Norway,EY,Commercial Banks,29557861050.0,4.0,2.1000740552430006,2.56982746233683,44.22866490555193,0.5388347904899804,0.0
NO0010582521,586.0,852.0,638.0,81.0,324179.0,51022.0,1820.73,2738.08,11671.0,1802.8,2054.0,44.0,9.269685813923283,226688.0,5264.0,17696.0,112.0,Gjensidige Forsikring,Norway,Deloitte,Insurance,8829105584.8,3.0,5.742620830230097,8.34933950060758,20.128571988553958,0.43118654697973424,0.09084008676574108
NO0010734338,388.0,538.0,345.0,50.0,215223.0,31917.0,587.74,388.18,7406.0,571.4,1839.0,43.0,3.795467370483454,70840.0,595.0,1785.0,35.0,Multiconsult,Norway,Deloitte,Engineering & Construction Services,483206834.31,1.0,6.078265501143591,8.428110411379516,28.809098599492433,0.6736222076009649,0.059458397883313814
PLBNFTS00018,782.0,610.0,475.0,64.0,357967.0,53302.0,2443.25,-881.67,14130.0,1518.0,1640.0,78.0,2.897878572033912,180136.0,5963.0,13795.0,89.0,Benefit Systems,Poland,KPMG,Professional & Commercial Services,2072635434.8,2.0,7.335559641289257,5.72211174064763,15.384038122396909,0.7316798619188774,0.02718358196722367
PLBRE0000012,1125.0,1397.0,984.0,162.0,849272.0,160995.0,6360.2,-1080.67,26340.0,3828.6,11811.0,169.0,2.631852943967635,410872.0,23751.0,64757.0,203.0,MBANK,Poland,KPMG,Commercial Banks,5627783700.8,3.0,3.4938973260039132,4.338644057268859,36.681263393273085,0.5248610205285879,0.00817371018965693
PLBSK0000017,857.0,941.0,940.0,174.0,620720.0,104538.0,2902.77,3121.79,19442.0,2589.1,20972.0,311.0,2.623748561659108,303600.0,26550.0,48900.0,150.0,ING BANK ŚLĄSKI,Poland,Forvis Mazars,Commercial Banks,7603748491.5,3.0,4.098987927834854,4.500755706059041,100.30802196330521,1.4874973693776425,0.012549257502817674
PLBZ00000044,686.0,1040.0,796.0,137.0,557921.0,104878.0,3799.42,-904.83,16744.0,2364.8,13553.0,213.0,1.3184450980446418,259072.0,23680.0,39936.0,128.0,Santander Bank Polska,Poland,PwC,Commercial Banks,11316830499.0,3.0,3.270466637426343,4.9581418409962055,64.61316958752074,1.0154655885886459,0.006285613274684118
PLCFRPT00013,437.0,797.0,503.0,92.0,346789.0,53455.0,2341.99,1467.69,13675.0,2345.4,1835.0,67.0,1.4046642657746793,238832.0,42126.0,55932.0,118.0,Cyfrowy Polsat,Poland,EY,Telecommunication Services,1884519268.1,2.0,4.087550275933028,7.454868581049481,17.163969694135254,0.6266953512300065,0.013138754707461222
PLDINPL00011,287.0,501.0,318.0,36.0,269859.0,40723.0,1058.7,1119.63,9223.0,1099.7,1096.0,373.0,2.1313799095969945,115368.0,2565.0,5757.0,57.0,Dino Polska,Poland,KPMG,Food Retailers & Distributors,9248652223.9,3.0,3.523807185128797,6.15131498170567,13.45676890209464,4.579721533285858,0.026169239859501935
PLENEA000013,523.0,938.0,675.0,72.0,483500.0,74419.0,1951.75,1058.53,15160.0,2004.2,3687.0,473.0,1.8757293499211447,208472.0,11536.0,22042.0,103.0,ENEA,Poland,PwC,Electric Utilities & Power Generators,1655064863.7,2.0,3.5138875824722184,6.30215401980677,24.771899649283114,3.177951867130706,0.01260248961905659
PLEURCH00011,429.0,669.0,353.0,57.0,298603.0,44840.0,2258.83,2803.57,11860.0,2163.8,2102.0,95.0,33.636427131091914,257048.0,8509.0,24511.0,127.0,Eurocash,Poland,Grant Thornton,Food Retailers & Distributors,241140973.01,1.0,4.783675289919715,7.459857270294379,23.438893844781443,1.059322033898305,0.375071667385057
PLGRPRC00015,681.0,715.0,303.0,65.0,289927.0,42303.0,1590.67,1355.27,11951.0,1626.2,825.0,10.0,2.343829680011969,178112.0,7128.0,14784.0,88.0,Grupa Pracuj,Poland,EY,Professional & Commercial Services,944990843.5,1.0,8.049074533721013,8.450937285771696,9.751081483582725,0.11819492707373,0.02770287781022586
"PLLPP0000011,426,561,410,80,367388,57566,1602.43,2746.92,14058,1717.2,2620,56,8.632807512185462,206448,5916.0,16218.0,102,LPP,Poland,Grant Thornton,""Apparel, Accessories & Footwear"",7217860838.0,3.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLPEKAO00016,896.0,599.0,528.0,129.0,515552.0,82133.0,4646.71,-42.85999999999999,16642.0,3674.3,20320.0,921.0,1.2362873829816934,352176.0,21750.0,51852.0,174.0,Bank Polska Kasa Opieki,Poland,PwC,Commercial Banks,8759459426.8,3.0,5.454567591589252,3.6465245394664754,123.70180073782768,5.6067597676938625,0.007526130684266333
PLWRTPL00027,424.0,486.0,326.0,59.0,232348.0,35583.0,1707.4,1080.47,8728.0,1455.2,1325.0,72.0,2.972779853314675,176088.0,7830.0,15312.0,87.0,Wirtualna Polska Holding,Poland,PwC,Internet Media & Services,561177867.21,1.0,5.957901244976534,6.829103785515556,18.61844139055167,1.0117190793356379,0.04177247355920911
PTEDP0AM0009,2285.0,2457.0,1983.0,402.0,1094829.0,162465.0,6279.44,-159.87,42354.0,5534.1,4692.0,667.0,2.7976457412643687,564696.0,23436.0,100998.0,279.0,EDP - Energias de Portugal,Portugal,PwC,Electric Utilities & Power Generators,13323691845.0,4.0,7.032283876527252,7.561628658480288,14.44003323792817,2.052749823038808,0.008609995202857134
PTSON0AM0001,1277.0,955.0,634.0,110.0,525028.0,75269.0,3652.3,758.53,22415.0,3665.1,4258.0,528.0,9.963593255642351,378488.0,8976.0,43758.0,187.0,Sonae,Portugal,PwC,Food Retailers & Distributors,1825855636.9,2.0,8.482907970080644,6.343913164782314,28.285217021615804,3.5074200534084414,0.06618656588796418
PTZON0AM0006,1159.0,828.0,590.0,168.0,540559.0,77584.0,4667.15,2414.2,23763.0,4317.6,5480.0,56.0,30.728456952662587,483736.0,13623.0,70505.0,239.0,NOS,Portugal,KPMG,Telecommunication Services,1762617234.0,2.0,7.469323571870489,5.336151783872963,35.316560115487725,0.3608991544648381,0.19803346664687685
SE0000148884,780.0,768.0,766.0,154.0,530955.0,82022.0,1655.79,2609.75,17322.0,1972.5,7549.0,123.0,0.801600894403727,236808.0,8775.0,22347.0,117.0,SEB,Sweden,EY,Commercial Banks,27313019741.0,4.0,4.754821877057375,4.681670771256492,46.01814147423862,0.7497988344590475,0.004886499319717435
SE0000242455,1132.0,1099.0,946.0,176.0,659462.0,102148.0,3374.54,784.89,19727.0,2836.6,10733.0,192.0,0.0,311696.0,11550.0,35112.0,154.0,Swedbank,Sweden,PwC,Commercial Banks,22192655170.0,4.0,5.540979754865489,5.379449426322591,52.536515643967576,0.9398128206132279,0.0
SE0000667925,569.0,784.0,544.0,64.0,343742.0,51783.0,3029.12,-1584.06,13233.0,1769.7,2351.0,82.0,2.9683042092585312,202400.0,6500.0,16400.0,100.0,Telia Company,Sweden,KPMG,Telecommunication Services,10894804511.0,3.0,5.4940810690767234,7.570051947550354,22.700500164146533,0.7917656373713381,0.028660991148239105
SE0006993770,518.0,852.0,661.0,79.0,390417.0,59566.0,1854.12,-993.37,12529.0,904.5,2456.0,72.0,7.583538949293446,121440.0,2580.0,6120.0,60.0,Axfood,Sweden,Deloitte,Food Retailers & Distributors,4560752152.5,2.0,4.348118053923379,7.151730853171272,20.615787529798876,0.6043716213947554,0.06365660737076055
SE0007100581,355.0,447.0,376.0,57.0,208205.0,33067.0,1452.2,-606.09,7467.0,836.8,1969.0,72.0,2.0103117998218902,101200.0,3100.0,5550.0,50.0,Assa Abloy,Sweden,EY,Electrical & Electronic Equipment,31095228490.0,5.0,5.367889436598421,6.759004445519702,29.772885353978285,1.088698702634046,0.03039755344938897
SE0007100599,983.0,916.0,868.0,162.0,598140.0,94463.0,3093.57,-240.83,16734.0,2276.1,11779.0,91.0,3.327625833491665,242880.0,30720.0,45000.0,120.0,Svenska Handelsbanken,Sweden,Deloitte,Commercial Banks,20063931510.0,4.0,5.203095391846543,4.848459185077756,62.34716238103808,0.4816700718799954,0.01761338213634791
SK1110001437,967.0,995.0,955.0,198.0,726376.0,131404.0,11839.58,-18149.72,23944.0,3358.4,5184.0,173.0,1.2657591164579711,372416.0,56672.0,90344.0,184.0,Vseobecna Uverova Banka (VUB),Slovakia,EY,Commercial Banks,,,3.6794922528994554,3.7860339106876504,19.725426927642996,0.6582752427627774,0.004816288379569766
SK1110001502,1275.0,1389.0,1040.0,259.0,756303.0,119835.0,6439.68,-902.32,25760.0,4736.2,13794.0,198.0,0.0,503976.0,13944.0,75696.0,249.0,Tatra banka,Slovakia,Deloitte,Commercial Banks,1748000919.7,2.0,5.319814745274753,5.795468769558143,57.55413693829015,0.8261359369132558,0.0
XS0422688019,575.0,731.0,560.0,92.0,434581.0,67558.0,1426.58,1404.94,14231.0,1318.7,4357.0,118.0,4.356670651263691,159896.0,5846.0,12008.0,79.0,Vattenfall,Sweden,PwC,Electric Utilities & Power Generators,,,4.255602593327215,5.410166079516859,32.24636608543769,0.8733236626306284,0.03224392855963536
XS2226123573,809.0,981.0,1372.0,99.0,516031.0,79507.0,2932.64,1672.66,18891.0,2492.0,2998.0,259.0,4.356305823373874,285384.0,1833.0,21573.0,141.0,Bank of Ireland,Ireland,KPMG,Commercial Banks,,,5.0876023494786615,6.169268114757191,18.85368583898273,1.628787402367087,0.02739573762922682
